iter	Passed	Remaining
1687	17548	13639
1688	17566	13634
1689	17576	13624
1690	17595	13620
1691	17615	13617
1692	17632	13612
1693	17644	13602
1694	17653	13591
1695	17665	13582
1696	17677	13573
1697	17690	13564
1698	17706	13558
1699	17721	13551
1700	17744	13551
1701	17762	13546
1702	17780	13541
1703	17804	13541
1704	17823	13537
1705	17837	13529
1706	17853	13523
1707	17877	13523
1708	17897	13520
1709	17916	13515
1710	17926	13504
1711	17949	13503
1712	17961	13494
1713	17972	13484
1714	17981	13472
1715	17991	13462
1716	18001	13451
1717	18012	13441
1718	18027	13434
1719	18040	13425
1720	18054	13417
1721	18065	13407
1722	18080	13400
1723	18097	13394
1724	18108	13384
1725	18119	13374
1726	18130	13364
1727	18140	13353
1728	18152	13343
1729	18161	13332
1730	18171	13321
1731	18181	13310
1732	18205	13310
1733	18216	13300
1734	18230	13292
1735	18244	13284
1736	18261	13278
1737	18273	13268
1738	18285	13259
1739	18298	13250
1740	18309	13240
1741	18329	13237
1742	18341	13227
1743	18355	13219
1744	18365	13208
1745	18378	13199
1746	18389	13189
1747	18400	13178
1748	18409	13167
1749	18420	13157
1750	18431	13146
1751	18441	13136
1752	18452	13125
1753	18462	13115
1754	18472	13104
1755	18485	13095
1756	18496	13085
1757	18508	13075
1758	18519	13066
1759	18531	13056
1760	18541	13045
1761	18552	13035
1762	18563	13024
1763	18576	13015
1764	18592	13009
1765	18610	13004
1766	18630	13000
1767	18647	12994
1768	18668	12990
1769	18693	12990
1770	18709	12983
1771	18728	12978
1772	18744	12971
1773	18761	12966
1774	18781	12961
1775	18797	12955
1776	18813	12948
1777	18833	12944
1778	18850	12937
1779	18865	12930
1780	18879	12922
1781	18889	12910
1782	18902	12902
1783	18913	12891
1784	18928	12884
1785	18942	12875
1786	18955	12866
1787	18967	12857
1788	18978	12847
1789	18994	12839
1790	19005	12829
1791	19025	12825
1792	19039	12816
1793	19050	12806
1794	19060	12795
1795	19070	12784
1796	19083	12775
1797	19092	12764
1798	19102	12752
1799	19112	12741
1800	19121	12729
1801	19131	12718
1802	19141	12707
1803	19151	12696
1804	19161	12685
1805	19172	12675
1806	19182	12664
1807	19191	12653
1808	19202	12642
1809	19215	12633
1810	19225	12622
1811	19236	12612
1812	19246	12601
1813	19257	12590
1814	19268	12580
1815	19278	12569
1816	19289	12558
1817	19298	12547
1818	19308	12536
1819	19318	12525
1820	19330	12515
1821	19341	12505
1822	19361	12500
1823	19376	12492
1824	19391	12485
1825	19409	12478
1826	19422	12469
1827	19434	12460
1828	19450	12453
1829	19466	12445
1830	19483	12438
1831	19495	12429
1832	19510	12421
1833	19521	12411
1834	19534	12402
1835	19546	12392
1836	19562	12385
1837	19586	12382
1838	19598	12373
1839	19610	12363
1840	19620	12351
1841	19629	12340
1842	19640	12329
1843	19649	12318
1844	19658	12306
1845	19669	12295
1846	19678	12284
1847	19688	12273
1848	19698	12262
1849	19708	12251
1850	19719	12240
1851	19729	12229
1852	19738	12218
1853	19749	12207
1854	19758	12196
1855	19769	12185
1856	19779	12174
1857	19789	12163
1858	19798	12151
1859	19808	12140
1860	19817	12128
1861	19828	12118
1862	19838	12107
1863	19848	12096
1864	19858	12085
1865	19875	12078
1866	19887	12068
1867	19901	12060
1868	19916	12052
1869	19926	12041
1870	19937	12030
1871	19948	12020
1872	19962	12011
1873	19972	12000
1874	19982	11989
1875	19993	11979
1876	20004	11968
1877	20015	11957
1878	20025	11947
1879	20035	11935
1880	20045	11925
1881	20055	11914
1882	20067	11903
1883	20076	11892
1884	20086	11881
1885	20097	11870
1886	20108	11860
1887	20120	11850
1888	20130	11839
1889	20139	11827
1890	20149	11817
1891	20159	11806
1892	20169	11794
1893	20181	11784
1894	20192	11774
1895	20202	11763
1896	20214	11753
1897	20224	11742
1898	20234	11731
1899	20245	11721
1900	20256	11710
1901	20266	11699
1902	20275	11688
1903	20285	11677
1904	20295	11665
1905	20305	11654
1906	20315	11643
1907	20325	11632
1908	20335	11621
1909	20346	11611
1910	20357	11600
1911	20367	11590
1912	20377	11578
1913	20386	11567
1914	20397	11556
1915	20407	11545
1916	20418	11535
1917	20428	11524
1918	20439	11513
1919	20450	11503
1920	20459	11492
1921	20472	11482
1922	20482	11471
1923	20492	11460
1924	20503	11449
1925	20513	11439
1926	20529	11431
1927	20539	11420
1928	20550	11409
1929	20560	11398
1930	20570	11387
1931	20580	11376
1932	20590	11365
1933	20600	11354
1934	20609	11343
1935	20620	11332
1936	20629	11321
1937	20635	11308
1938	20641	11294
1939	20646	11281
1940	20651	11267
1941	20656	11253
1942	20660	11239
1943	20664	11225
1944	20669	11211
1945	20673	11197
1946	20678	11183
1947	20682	11169
1948	20687	11155
1949	20691	11141
1950	20696	11127
1951	20700	11113
1952	20704	11099
1953	20709	11085
1954	20713	11071
1955	20717	11057
1956	20721	11043
1957	20726	11030
1958	20731	11016
1959	20735	11002
1960	20740	10988
1961	20744	10974
1962	20748	10960
1963	20752	10947
1964	20757	10933
1965	20762	10919
1966	20766	10905
1967	20770	10891
1968	20775	10878
1969	20779	10864
1970	20784	10850
1971	20788	10837
1972	20793	10823
1973	20797	10809
1974	20801	10795
1975	20805	10781
1976	20810	10768
1977	20814	10754
1978	20821	10742
1979	20826	10728
1980	20830	10714
1981	20834	10701
1982	20839	10687
1983	20843	10673
1984	20849	10660
1985	20853	10647
1986	20857	10633
1987	20861	10619
1988	20865	10605
1989	20870	10592
1990	20874	10578
1991	20878	10565
1992	20883	10551
1993	20887	10538
1994	20892	10524
1995	20896	10511
1996	20901	10497
1997	20905	10484
1998	20910	10470
1999	20914	10457
2000	20918	10443
2001	20923	10430
2002	20927	10416
2003	20931	10403
2004	20935	10389
2005	20940	10376
2006	20944	10362
2007	20948	10349
2008	20953	10335
2009	20957	10322
2010	20963	10309
2011	20968	10296
2012	20972	10283
2013	20976	10269
2014	20981	10256
2015	20985	10243
2016	20990	10229
2017	20994	10216
2018	20998	10202
2019	21002	10189
2020	21007	10176
2021	21011	10162
2022	21017	10150
2023	21022	10137
2024	21026	10123
2025	21030	10110
2026	21035	10097
2027	21039	10084
2028	21044	10070
2029	21048	10057
2030	21053	10044
2031	21057	10031
2032	21061	10017
2033	21065	10004
2034	21070	9991
2035	21074	9978
2036	21079	9965
2037	21083	9951
2038	21087	9938
2039	21091	9925
2040	21096	9912
2041	21100	9899
2042	21104	9885
2043	21108	9872
2044	21114	9860
2045	21122	9848
2046	21129	9837
2047	21136	9825
2048	21146	9814
2049	21151	9802
2050	21155	9788
2051	21160	9775
2052	21164	9762
2053	21168	9749
2054	21176	9738
2055	21183	9726
2056	21188	9713
2057	21194	9701
2058	21200	9688
2059	21205	9676
2060	21210	9663
2061	21214	9650
2062	21219	9637
2063	21226	9625
2064	21235	9615
2065	21242	9603
2066	21248	9591
2067	21253	9578
2068	21259	9566
2069	21264	9553
2070	21269	9541
2071	21277	9529
2072	21286	9518
2073	21292	9506
2074	21299	9494
2075	21304	9482
2076	21311	9470
2077	21318	9459
2078	21322	9446
2079	21327	9433
2080	21331	9420
2081	21335	9407
2082	21339	9394
2083	21343	9381
2084	21347	9368
2085	21352	9355
2086	21356	9342
2087	21359	9329
2088	21365	9317
2089	21371	9305
2090	21375	9292
2091	21379	9279
2092	21384	9266
2093	21388	9254
2094	21392	9241
2095	21396	9228
2096	21399	9215
2097	21403	9202
2098	21408	9189
2099	21413	9177
2100	21418	9164
2101	21422	9151
2102	21426	9139
2103	21430	9126
2104	21435	9113
2105	21439	9101
2106	21443	9088
2107	21448	9075
2108	21452	9063
2109	21457	9050
2110	21461	9038
2111	21465	9025
2112	21470	9012
2113	21474	9000
2114	21480	8988
2115	21485	8975
2116	21489	8963
2117	21494	8950
2118	21498	8938
2119	21503	8925
2120	21507	8913
2121	21511	8900
2122	21515	8888
2123	21520	8875
2124	21525	8863
2125	21530	8851
2126	21534	8838
2127	21538	8826
2128	21543	8813
2129	21547	8801
2130	21551	8788
2131	21555	8775
2132	21559	8763
2133	21563	8750
2134	21570	8739
2135	21577	8727
2136	21582	8715
2137	21585	8703
2138	21590	8690
2139	21599	8680
2140	21609	8669
2141	21618	8659
2142	21629	8649
2143	21639	8639
2144	21650	8629
2145	21661	8620
2146	21672	8610
2147	21681	8599
2148	21692	8590
2149	21702	8580
2150	21713	8570
2151	21723	8560
2152	21734	8550
2153	21746	8540
2154	21759	8531
2155	21768	8521
2156	21777	8510
2157	21787	8500
2158	21798	8491
2159	21809	8481
2160	21819	8471
2161	21829	8461
2162	21840	8451
2163	21851	8441
2164	21861	8431
2165	21871	8421
2166	21881	8411
2167	21890	8400
2168	21901	8391
2169	21912	8381
2170	21922	8371
2171	21933	8361
2172	21943	8351
2173	21953	8341
2174	21963	8330
2175	21972	8320
2176	21983	8310
2177	21993	8300
2178	22004	8290
2179	22014	8280
2180	22024	8270
2181	22035	8260
2182	22045	8250
2183	22055	8240
2184	22066	8230
2185	22075	8220
2186	22085	8210
2187	22094	8199
2188	22103	8189
2189	22114	8179
2190	22124	8169
2191	22134	8159
2192	22143	8148
2193	22152	8138
2194	22162	8127
2195	22172	8117
2196	22183	8108
2197	22193	8097
2198	22203	8087
2199	22214	8078
2200	22224	8067
2201	22233	8057
2202	22243	8047
2203	22253	8037
2204	22262	8026
2205	22272	8016
2206	22283	8006
2207	22295	7997
2208	22305	7987
2209	22315	7977
2210	22324	7966
2211	22336	7957
2212	22347	7947
2213	22358	7937
2214	22369	7927
2215	22380	7918
2216	22391	7908
2217	22401	7898
2218	22411	7887
2219	22422	7878
2220	22432	7867
2221	22442	7857
2222	22458	7849
2223	22476	7842
2224	22489	7833
2225	22502	7824
2226	22514	7814
2227	22529	7806
2228	22542	7797
2229	22553	7787
2230	22563	7777
2231	22576	7768
2232	22588	7758
2233	22599	7749
2234	22611	7739
2235	22625	7730
2236	22634	7720
2237	22645	7710
2238	22664	7703
2239	22678	7694
2240	22688	7684
2241	22698	7674
2242	22710	7664
2243	22720	7654
2244	22730	7644
2245	22741	7634
2246	22751	7624
2247	22761	7614
2248	22772	7604
2249	22783	7594
2250	22793	7584
2251	22804	7574
2252	22813	7563
2253	22823	7553
2254	22834	7544
2255	22843	7533
2256	22854	7523
2257	22864	7513
2258	22875	7503
2259	22886	7493
2260	22897	7483
2261	22908	7474
2262	22918	7463
2263	22928	7453
2264	22937	7443
2265	22948	7433
2266	22957	7423
2267	22967	7412
2268	22977	7402
2269	22987	7392
2270	22996	7382
2271	23006	7371
2272	23019	7362
2273	23029	7352
2274	23040	7342
2275	23052	7333
2276	23063	7323
2277	23074	7313
2278	23084	7303
2279	23092	7292
2280	23103	7282
2281	23113	7272
2282	23123	7262
2283	23134	7252
2284	23145	7242
2285	23154	7232
2286	23165	7222
2287	23175	7212
2288	23185	7201
2289	23196	7191
2290	23206	7181
2291	23215	7171
2292	23226	7161
2293	23237	7151
2294	23247	7141
2295	23259	7131
2296	23269	7121
2297	23279	7111
2298	23290	7101
2299	23300	7091
2300	23310	7081
2301	23320	7071
2302	23327	7060
2303	23336	7049
2304	23348	7039
2305	23359	7029
2306	23371	7020
2307	23383	7010
2308	23393	7000
2309	23403	6990
2310	23414	6980
2311	23431	6972
2312	23441	6962
2313	23450	6952
2314	23459	6941
2315	23469	6931
2316	23480	6921
2317	23489	6911
2318	23501	6901
2319	23511	6891
2320	23522	6881
2321	23536	6872
2322	23547	6862
2323	23557	6852
2324	23568	6842
2325	23578	6832
2326	23588	6822
2327	23598	6812
2328	23608	6801
2329	23618	6791
2330	23629	6781
2331	23637	6771
2332	23648	6761
2333	23658	6750
2334	23668	6740
2335	23678	6730
2336	23687	6720
2337	23697	6709
2338	23708	6699
2339	23719	6690
2340	23730	6680
2341	23740	6670
2342	23750	6659
2343	23760	6649
2344	23772	6640
2345	23781	6629
2346	23789	6619
2347	23800	6609
2348	23811	6599
2349	23820	6588
2350	23832	6578
2351	23842	6568
2352	23856	6559
2353	23868	6550
2354	23877	6539
2355	23888	6529
2356	23900	6520
2357	23909	6509
2358	23920	6499
2359	23929	6489
2360	23939	6479
2361	23950	6469
2362	23960	6459
2363	23970	6448
2364	23981	6439
2365	23991	6428
2366	24002	6418
2367	24012	6408
2368	24022	6398
2369	24033	6388
2370	24042	6378
2371	24052	6368
2372	24061	6357
2373	24072	6347
2374	24082	6337
2375	24091	6327
2376	24103	6317
2377	24113	6307
2378	24122	6296
2379	24133	6286
2380	24143	6276
2381	24152	6266
2382	24161	6255
2383	24171	6245
2384	24183	6236
2385	24193	6225
2386	24204	6215
2387	24213	6205
2388	24224	6195
2389	24234	6185
2390	24244	6175
2391	24255	6165
2392	24266	6155
2393	24277	6145
2394	24287	6135
2395	24298	6125
2396	24308	6115
2397	24320	6105
2398	24329	6095
2399	24339	6084
2400	24349	6074
2401	24359	6064
2402	24371	6054
2403	24384	6045
2404	24397	6035
2405	24407	6025
2406	24417	6015
2407	24427	6005
2408	24440	5995
2409	24450	5985
2410	24459	5975
2411	24471	5965
2412	24480	5955
2413	24492	5945
2414	24503	5935
2415	24514	5925
2416	24523	5915
2417	24532	5904
2418	24543	5894
2419	24558	5886
2420	24576	5877
2421	24595	5869
2422	24612	5861
2423	24624	5851
2424	24637	5841
2425	24649	5832
2426	24662	5822
2427	24671	5812
2428	24683	5802
2429	24695	5792
2430	24705	5782
2431	24715	5772
2432	24724	5761
2433	24733	5751
2434	24745	5741
2435	24759	5732
2436	24777	5724
2437	24791	5714
2438	24802	5704
2439	24822	5696
2440	24837	5687
2441	24850	5678
2442	24862	5668
2443	24872	5658
2444	24882	5648
2445	24892	5637
2446	24901	5627
2447	24912	5617
2448	24922	5607
2449	24931	5596
2450	24942	5586
2451	24952	5576
2452	24962	5566
2453	24972	5556
2454	24981	5545
2455	24992	5535
2456	25004	5526
2457	25014	5515
2458	25025	5505
2459	25034	5495
2460	25045	5485
2461	25055	5475
2462	25066	5465
2463	25076	5455
2464	25089	5445
2465	25099	5435
2466	25107	5424
2467	25117	5414
2468	25126	5403
2469	25136	5393
2470	25147	5383
2471	25156	5373
2472	25167	5363
2473	25177	5352
2474	25187	5342
2475	25197	5332
2476	25207	5322
2477	25219	5312
2478	25229	5302
2479	25240	5292
2480	25250	5282
2481	25261	5272
2482	25272	5262
2483	25281	5251
2484	25292	5241
2485	25304	5231
2486	25313	5221
2487	25324	5211
2488	25333	5201
2489	25344	5191
2490	25358	5181
2491	25372	5172
2492	25382	5161
2493	25392	5151
2494	25403	5141
2495	25414	5131
2496	25425	5121
2497	25435	5111
2498	25447	5101
2499	25456	5091
2500	25466	5081
2501	25477	5071
2502	25486	5060
2503	25497	5050
2504	25507	5040
2505	25517	5030
2506	25527	5019
2507	25537	5009
2508	25546	4999
2509	25556	4989
2510	25567	4979
2511	25577	4968
2512	25587	4958
2513	25597	4948
2514	25607	4938
2515	25618	4928
2516	25629	4918
2517	25639	4907
2518	25649	4897
2519	25659	4887
2520	25669	4877
2521	25679	4867
2522	25690	4857
2523	25700	4846
2524	25711	4836
2525	25722	4826
2526	25732	4816
2527	25742	4806
2528	25751	4795
2529	25762	4785
2530	25772	4775
2531	25781	4765
2532	25792	4755
2533	25803	4745
2534	25815	4735
2535	25826	4725
2536	25837	4715
2537	25846	4704
2538	25856	4694
2539	25866	4684
2540	25876	4674
2541	25886	4664
2542	25895	4653
2543	25904	4643
2544	25913	4632
2545	25924	4622
2546	25934	4612
2547	25945	4602
2548	25955	4592
2549	25965	4582
2550	25975	4571
2551	25986	4561
2552	25997	4551
2553	26007	4541
2554	26017	4531
2555	26028	4521
2556	26038	4511
2557	26048	4500
2558	26058	4490
2559	26067	4480
2560	26078	4470
2561	26089	4460
2562	26099	4450
2563	26109	4439
2564	26120	4429
2565	26133	4420
2566	26143	4409
2567	26152	4399
2568	26163	4389
2569	26172	4379
2570	26183	4369
2571	26193	4358
2572	26203	4348
2573	26223	4340
2574	26234	4329
2575	26245	4319
2576	26256	4309
2577	26266	4299
2578	26278	4289
2579	26288	4279
2580	26299	4269
2581	26310	4259
2582	26319	4249
2583	26333	4239
2584	26344	4229
2585	26354	4219
2586	26365	4209
2587	26374	4198
2588	26384	4188
2589	26394	4178
2590	26404	4168
2591	26414	4157
2592	26424	4147
2593	26434	4137
2594	26446	4127
2595	26457	4117
2596	26467	4107
2597	26478	4097
2598	26489	4087
2599	26499	4076
2600	26509	4066
2601	26519	4056
2602	26529	4046
2603	26539	4035
2604	26550	4025
2605	26559	4015
2606	26569	4005
2607	26579	3995
2608	26588	3984
2609	26598	3974
2610	26608	3964
2611	26619	3954
2612	26629	3944
2613	26646	3934
2614	26656	3924
2615	26667	3914
2616	26678	3904
2617	26689	3894
2618	26698	3883
2619	26713	3874
2620	26726	3864
2621	26741	3855
2622	26756	3845
2623	26774	3836
2624	26785	3826
2625	26799	3816
2626	26818	3807
2627	26828	3797
2628	26843	3788
2629	26855	3778
2630	26874	3769
2631	26889	3759
2632	26903	3749
2633	26916	3740
2634	26931	3730
2635	26950	3721
2636	26965	3711
2637	26976	3701
2638	26987	3691
2639	26998	3681
2640	27008	3671
2641	27017	3661
2642	27028	3650
2643	27038	3640
2644	27048	3630
2645	27059	3620
2646	27069	3609
2647	27079	3599
2648	27089	3589
2649	27099	3579
2650	27107	3568
2651	27119	3558
2652	27129	3548
2653	27139	3538
2654	27149	3527
2655	27160	3517
2656	27171	3507
2657	27180	3497
2658	27191	3487
2659	27200	3476
2660	27211	3466
2661	27220	3456
2662	27230	3446
2663	27241	3435
2664	27251	3425
2665	27262	3415
2666	27271	3405
2667	27283	3395
2668	27292	3384
2669	27312	3375
2670	27322	3365
2671	27333	3355
2672	27344	3345
2673	27352	3334
2674	27362	3324
2675	27372	3314
2676	27383	3304
2677	27394	3293
2678	27404	3283
2679	27415	3273
2680	27425	3263
2681	27436	3253
2682	27446	3242
2683	27456	3232
2684	27467	3222
2685	27478	3212
2686	27488	3202
2687	27499	3191
2688	27514	3182
2689	27530	3172
2690	27547	3163
2691	27565	3153
2692	27577	3143
2693	27591	3133
2694	27603	3124
2695	27616	3114
2696	27628	3103
2697	27642	3094
2698	27659	3084
2699	27677	3075
2700	27689	3065
2701	27703	3055
2702	27717	3045
2703	27729	3035
2704	27741	3025
2705	27754	3015
2706	27774	3006
2707	27784	2996
2708	27793	2985
2709	27814	2976
2710	27826	2966
2711	27840	2956
2712	27856	2946
2713	27871	2937
2714	27884	2927
2715	27896	2916
2716	27917	2907
2717	27928	2897
2718	27941	2887
2719	27956	2877
2720	27967	2867
2721	27981	2857
2722	27996	2847
2723	28009	2838
2724	28022	2827
2725	28036	2818
2726	28049	2808
2727	28059	2797
2728	28078	2788
2729	28098	2778
2730	28110	2768
2731	28124	2758
2732	28137	2748
2733	28148	2738
2734	28160	2728
2735	28172	2718
2736	28186	2708
2737	28203	2698
2738	28218	2688
2739	28229	2678
2740	28245	2668
2741	28258	2658
2742	28282	2649
2743	28295	2639
2744	28306	2629
2745	28317	2619
2746	28328	2609
2747	28345	2599
2748	28355	2589
2749	28369	2579
2750	28387	2569
2751	28404	2559
2752	28421	2549
2753	28443	2540
2754	28454	2530
2755	28464	2520
2756	28474	2509
2757	28480	2499
2758	28486	2488
2759	28493	2477
2760	28497	2466
2761	28503	2456
2762	28510	2445
2763	28519	2435
2764	28525	2424
2765	28535	2414
2766	28541	2403
2767	28547	2392
2768	28559	2382
2769	28565	2371
2770	28572	2361
2771	28581	2350
2772	28586	2340
2773	28593	2329
2774	28598	2318
2775	28604	2308
2776	28611	2297
2777	28617	2286
2778	28623	2276
2779	28628	2265
2780	28633	2254
2781	28638	2244
2782	28646	2233
2783	28652	2223
2784	28658	2212
2785	28663	2201
2786	28670	2191
2787	28676	2180
2788	28681	2169
2789	28687	2159
2790	28693	2148
2791	28698	2138
2792	28704	2127
2793	28709	2116
2794	28714	2106
2795	28718	2095
2796	28723	2084
2797	28729	2074
2798	28736	2063
2799	28741	2052
2800	28747	2042
2801	28751	2031
2802	28756	2021
2803	28760	2010
2804	28768	1999
2805	28773	1989
2806	28780	1978
2807	28786	1968
2808	28792	1957
2809	28796	1947
2810	28802	1936
2811	28808	1926
2812	28816	1915
2813	28823	1905
2814	28829	1894
2815	28835	1884
2816	28845	1873
2817	28850	1863
2818	28859	1852
2819	28868	1842
2820	28873	1832
2821	28879	1821
2822	28885	1811
2823	28890	1800
2824	28896	1790
2825	28900	1779
2826	28905	1768
2827	28909	1758
2828	28915	1747
2829	28922	1737
2830	28927	1726
2831	28931	1716
2832	28937	1705
2833	28944	1695
2834	28954	1685
2835	28960	1674
2836	28965	1664
2837	28974	1653
2838	28980	1643
2839	28985	1633
2840	28991	1622
2841	28996	1612
2842	29004	1601
2843	29011	1591
2844	29017	1580
2845	29023	1570
2846	29028	1560
2847	29038	1549
2848	29043	1539
2849	29051	1529
2850	29058	1518
2851	29064	1508
2852	29071	1497
2853	29076	1487
2854	29084	1477
2855	29090	1466
2856	29097	1456
2857	29105	1446
2858	29116	1435
2859	29121	1425
2860	29128	1415
2861	29132	1404
2862	29137	1394
2863	29141	1383
2864	29148	1373
2865	29153	1363
2866	29163	1352
2867	29171	1342
2868	29176	1332
2869	29180	1321
2870	29185	1311
2871	29190	1300
2872	29195	1290
2873	29201	1280
2874	29206	1269
2875	29210	1259
2876	29215	1249
2877	29219	1238
2878	29224	1228
2879	29228	1217
2880	29236	1207
2881	29243	1197
2882	29248	1186
2883	29255	1176
2884	29266	1166
2885	29273	1156
2886	29278	1145
2887	29283	1135
2888	29289	1125
2889	29294	1115
2890	29299	1104
2891	29304	1094
2892	29309	1084
2893	29316	1073
2894	29321	1063
2895	29325	1053
2896	29331	1042
2897	29337	1032
2898	29344	1022
2899	29349	1012
2900	29353	1001
2901	29358	991
2902	29364	981
2903	29371	970
2904	29378	960
2905	29382	950
2906	29389	940
2907	29396	930
2908	29401	919
2909	29406	909
2910	29411	899
2911	29416	888
2912	29427	878
2913	29437	868
2914	29452	858
2915	29464	848
2916	29475	838
2917	29485	828
2918	29498	818
2919	29515	808
2920	29527	798
2921	29537	788
2922	29549	778
2923	29563	768
2924	29579	758
2925	29597	748
2926	29610	738
2927	29625	728
2928	29640	718
2929	29651	708
2930	29661	698
2931	29671	688
2932	29682	678
2933	29692	667
2934	29703	657
2935	29712	647
2936	29723	637
2937	29734	627
2938	29744	617
2939	29756	607
2940	29767	597
2941	29777	587
2942	29789	576
2943	29803	566
2944	29813	556
2945	29823	546
2946	29834	536
2947	29844	526
2948	29855	516
2949	29865	506
2950	29874	496
2951	29885	485
2952	29896	475
2953	29907	465
2954	29917	455
2955	29928	445
2956	29938	435
2957	29949	425
2958	29959	415
2959	29969	404
2960	29979	394
2961	29988	384
2962	29998	374
2963	30009	364
2964	30019	354
2965	30030	344
2966	30040	334
2967	30051	324
2968	30061	313
2969	30071	303
2970	30081	293
2971	30092	283
2972	30102	273
2973	30112	263
2974	30122	253
2975	30132	243
2976	30143	232
2977	30154	222
2978	30165	212
2979	30174	202
2980	30183	192
2981	30193	182
2982	30205	172
2983	30220	162
2984	30231	151
2985	30241	141
2986	30250	131
2987	30261	121
2988	30272	111
2989	30281	101
2990	30291	91
2991	30301	81
2992	30311	70
2993	30321	60
2994	30330	50
2995	30340	40
2996	30351	30
2997	30360	20
2998	30370	10
2999	30381	0
