iter	Passed	Remaining
438	3571	20835
439	3586	20864
440	3606	20928
441	3619	20949
442	3631	20960
443	3642	20968
444	3654	20980
445	3663	20979
446	3673	20979
447	3683	20982
448	3693	20984
449	3703	20989
450	3714	20993
451	3724	20995
452	3733	20990
453	3744	21001
454	3755	21005
455	3766	21010
456	3776	21012
457	3786	21014
458	3797	21020
459	3806	21020
460	3816	21020
461	3827	21026
462	3838	21030
463	3847	21029
464	3859	21038
465	3869	21042
466	3880	21045
467	3890	21047
468	3899	21045
469	3910	21048
470	3920	21049
471	3930	21050
472	3940	21050
473	3950	21053
474	3961	21057
475	3972	21062
476	3988	21097
477	3998	21095
478	4007	21093
479	4018	21096
480	4028	21096
481	4038	21098
482	4049	21101
483	4058	21096
484	4068	21099
485	4079	21104
486	4089	21101
487	4099	21102
488	4108	21098
489	4118	21098
490	4130	21106
491	4140	21105
492	4150	21106
493	4161	21110
494	4171	21109
495	4181	21111
496	4189	21099
497	4199	21098
498	4208	21092
499	4217	21087
500	4228	21090
501	4238	21089
502	4248	21089
503	4259	21094
504	4269	21094
505	4279	21095
506	4289	21091
507	4298	21086
508	4310	21096
509	4319	21091
510	4330	21090
511	4338	21082
512	4346	21072
513	4357	21077
514	4366	21070
515	4377	21071
516	4387	21071
517	4396	21068
518	4406	21065
519	4416	21064
520	4427	21066
521	4437	21065
522	4447	21065
523	4459	21073
524	4470	21074
525	4480	21073
526	4490	21073
527	4502	21078
528	4512	21076
529	4521	21072
530	4531	21071
531	4541	21068
532	4550	21062
533	4560	21060
534	4570	21059
535	4581	21062
536	4591	21059
537	4601	21055
538	4612	21057
539	4621	21055
540	4631	21051
541	4642	21051
542	4652	21053
543	4663	21052
544	4673	21051
545	4683	21049
546	4693	21047
547	4703	21047
548	4713	21044
549	4724	21043
550	4735	21047
551	4746	21048
552	4756	21047
553	4767	21050
554	4778	21050
555	4788	21047
556	4798	21046
557	4808	21044
558	4818	21041
559	4830	21047
560	4840	21045
561	4849	21035
562	4859	21036
563	4866	21019
564	4876	21016
565	4888	21021
566	4899	21024
567	4910	21026
568	4922	21029
569	4933	21033
570	4943	21030
571	4961	21058
572	4972	21062
573	4982	21059
574	4993	21058
575	5004	21058
576	5015	21061
577	5027	21067
578	5037	21065
579	5048	21064
580	5057	21057
581	5068	21059
582	5079	21060
583	5092	21067
584	5104	21071
585	5115	21071
586	5124	21063
587	5135	21065
588	5146	21066
589	5157	21065
590	5167	21063
591	5178	21064
592	5190	21066
593	5200	21064
594	5211	21065
595	5223	21067
596	5235	21071
597	5244	21064
598	5254	21063
599	5266	21065
600	5277	21067
601	5288	21064
602	5298	21060
603	5308	21059
604	5316	21046
605	5326	21043
606	5337	21040
607	5347	21038
608	5357	21035
609	5367	21030
610	5383	21047
611	5393	21045
612	5406	21051
613	5416	21047
614	5428	21050
615	5438	21046
616	5448	21043
617	5458	21040
618	5469	21037
619	5480	21036
620	5492	21040
621	5505	21049
622	5518	21055
623	5529	21055
624	5542	21063
625	5556	21072
626	5566	21068
627	5581	21082
628	5593	21083
629	5606	21089
630	5618	21092
631	5628	21090
632	5645	21112
633	5657	21114
634	5673	21129
635	5685	21134
636	5699	21143
637	5716	21162
638	5738	21202
639	5750	21203
640	5771	21241
641	5787	21257
642	5803	21272
643	5814	21273
644	5825	21271
645	5837	21273
646	5847	21267
647	5857	21260
648	5871	21269
649	5881	21265
650	5891	21257
651	5900	21248
652	5911	21248
653	5926	21260
654	5940	21268
655	5951	21264
656	5963	21266
657	5975	21268
658	5987	21270
659	5998	21267
660	6011	21271
661	6021	21266
662	6031	21261
663	6043	21261
664	6056	21264
665	6067	21262
666	6077	21258
667	6089	21258
668	6099	21252
669	6113	21260
670	6124	21258
671	6138	21266
672	6151	21270
673	6163	21270
674	6176	21273
675	6192	21290
676	6205	21294
677	6218	21297
678	6230	21297
679	6241	21293
680	6252	21290
681	6263	21287
682	6273	21283
683	6289	21295
684	6301	21295
685	6312	21293
686	6326	21300
687	6339	21302
688	6350	21301
689	6364	21306
690	6376	21308
691	6387	21304
692	6400	21307
693	6413	21310
694	6424	21306
695	6435	21304
696	6446	21301
697	6456	21294
698	6467	21291
699	6478	21287
700	6490	21284
701	6500	21280
702	6513	21282
703	6528	21290
704	6541	21293
705	6553	21295
706	6564	21291
707	6574	21284
708	6586	21283
709	6597	21279
710	6610	21280
711	6621	21279
712	6633	21277
713	6644	21273
714	6654	21267
715	6663	21257
716	6673	21249
717	6684	21245
718	6695	21240
719	6706	21235
720	6716	21229
721	6728	21229
722	6741	21230
723	6760	21252
724	6779	21274
725	6791	21274
726	6801	21263
727	6811	21259
728	6822	21253
729	6832	21245
730	6841	21237
731	6852	21230
732	6864	21228
733	6873	21219
734	6884	21215
735	6898	21221
736	6910	21218
737	6920	21210
738	6931	21208
739	6941	21201
740	6952	21196
741	6964	21193
742	6974	21185
743	6985	21182
744	6995	21175
745	7005	21167
746	7017	21164
747	7027	21157
748	7036	21145
749	7046	21140
750	7056	21132
751	7066	21122
752	7077	21119
753	7087	21111
754	7096	21102
755	7103	21085
756	7115	21083
757	7127	21081
758	7138	21076
759	7146	21064
760	7156	21056
761	7166	21048
762	7177	21043
763	7187	21035
764	7197	21027
765	7208	21021
766	7218	21015
767	7228	21008
768	7238	20999
769	7247	20990
770	7258	20985
771	7268	20977
772	7275	20959
773	7285	20952
774	7294	20943
775	7305	20938
776	7316	20932
777	7326	20923
778	7337	20919
779	7347	20912
780	7357	20903
781	7366	20893
782	7377	20887
783	7387	20882
784	7398	20876
785	7410	20874
786	7420	20865
787	7431	20860
788	7438	20845
789	7447	20834
790	7457	20827
791	7469	20823
792	7480	20818
793	7490	20810
794	7501	20804
795	7509	20793
796	7520	20786
797	7530	20779
798	7541	20775
799	7551	20766
800	7562	20761
801	7571	20751
802	7581	20743
803	7591	20735
804	7601	20727
805	7612	20720
806	7622	20712
807	7632	20705
808	7642	20698
809	7653	20691
810	7662	20683
811	7673	20677
812	7683	20668
813	7692	20658
814	7702	20650
815	7711	20639
816	7722	20634
817	7732	20626
818	7742	20618
819	7753	20613
820	7764	20608
821	7774	20600
822	7789	20603
823	7800	20600
824	7815	20603
825	7825	20595
826	7838	20596
827	7852	20598
828	7867	20603
829	7877	20594
830	7888	20588
831	7901	20590
832	7912	20583
833	7925	20583
834	7935	20575
835	7949	20577
836	7960	20572
837	7974	20575
838	7985	20568
839	7995	20560
840	8007	20556
841	8023	20564
842	8040	20574
843	8052	20568
844	8062	20561
845	8072	20553
846	8081	20541
847	8090	20532
848	8101	20526
849	8112	20520
850	8122	20510
851	8132	20503
852	8143	20496
853	8154	20490
854	8164	20483
855	8176	20479
856	8187	20472
857	8198	20466
858	8209	20461
859	8218	20451
860	8228	20442
861	8239	20436
862	8248	20426
863	8257	20415
864	8268	20408
865	8279	20402
866	8289	20393
867	8300	20387
868	8310	20379
869	8320	20369
870	8331	20364
871	8342	20359
872	8353	20352
873	8363	20344
874	8373	20335
875	8382	20325
876	8392	20316
877	8402	20306
878	8412	20300
879	8423	20292
880	8433	20284
881	8443	20275
882	8453	20266
883	8463	20258
884	8473	20249
885	8484	20243
886	8494	20235
887	8505	20228
888	8514	20219
889	8524	20209
890	8533	20199
891	8543	20191
892	8553	20182
893	8563	20173
894	8575	20168
895	8586	20162
896	8596	20154
897	8607	20147
898	8618	20142
899	8628	20132
900	8638	20125
901	8649	20117
902	8660	20111
903	8670	20103
904	8680	20093
905	8692	20089
906	8703	20083
907	8712	20072
908	8724	20069
909	8737	20067
910	8747	20059
911	8759	20054
912	8771	20050
913	8783	20046
914	8793	20037
915	8803	20029
916	8814	20021
917	8829	20026
918	8841	20019
919	8850	20010
920	8861	20002
921	8871	19994
922	8881	19985
923	8890	19974
924	8900	19966
925	8909	19955
926	8918	19943
927	8927	19932
928	8937	19923
929	8945	19911
930	8957	19905
931	8966	19896
932	8976	19887
933	8986	19877
934	8995	19867
935	9005	19858
936	9015	19849
937	9026	19842
938	9035	19832
939	9045	19824
940	9056	19817
941	9067	19809
942	9078	19802
943	9088	19795
944	9098	19786
945	9113	19787
946	9123	19779
947	9134	19771
948	9142	19759
949	9153	19752
950	9163	19744
951	9175	19738
952	9184	19728
953	9194	19719
954	9205	19712
955	9214	19702
956	9224	19693
957	9235	19686
958	9246	19677
959	9255	19667
960	9265	19659
961	9276	19653
962	9287	19645
963	9298	19638
964	9307	19628
965	9318	19620
966	9329	19614
967	9339	19604
968	9348	19595
969	9359	19586
970	9370	19580
971	9380	19572
972	9391	19564
973	9402	19558
974	9413	19551
975	9423	19543
976	9433	19534
977	9443	19524
978	9453	19515
979	9462	19505
980	9473	19497
981	9483	19487
982	9493	19479
983	9503	19471
984	9513	19461
985	9523	19452
986	9530	19437
987	9540	19429
988	9550	19420
989	9561	19412
990	9572	19405
991	9581	19395
992	9595	19393
993	9605	19384
994	9614	19373
995	9625	19366
996	9637	19361
997	9647	19352
998	9658	19346
999	9669	19339
1000	9679	19329
1001	9690	19322
1002	9700	19314
1003	9707	19298
1004	9718	19291
1005	9729	19284
1006	9747	19291
1007	9758	19284
1008	9767	19274
1009	9778	19267
1010	9788	19257
1011	9799	19250
1012	9805	19233
1013	9810	19214
1014	9815	19196
1015	9820	19177
1016	9825	19157
1017	9829	19138
1018	9834	19119
1019	9838	19098
1020	9842	19077
1021	9847	19058
1022	9851	19038
1023	9855	19018
1024	9859	18998
1025	9864	18979
1026	9870	18962
1027	9875	18943
1028	9879	18924
1029	9884	18904
1030	9893	18893
1031	9898	18875
1032	9903	18858
1033	9909	18840
1034	9915	18825
1035	9920	18806
1036	9925	18789
1037	9932	18773
1038	9937	18755
1039	9942	18737
1040	9947	18720
1041	9953	18703
1042	9958	18684
1043	9963	18666
1044	9969	18650
1045	9974	18633
1046	9980	18617
1047	9987	18602
1048	9994	18589
1049	10003	18578
1050	10008	18560
1051	10013	18542
1052	10018	18523
1053	10023	18506
1054	10027	18486
1055	10031	18467
1056	10036	18449
1057	10040	18430
1058	10045	18411
1059	10049	18393
1060	10054	18374
1061	10058	18355
1062	10063	18336
1063	10067	18318
1064	10071	18299
1065	10076	18281
1066	10080	18262
1067	10084	18242
1068	10088	18223
1069	10092	18205
1070	10097	18186
1071	10101	18167
1072	10105	18148
1073	10109	18130
1074	10114	18112
1075	10119	18094
1076	10123	18075
1077	10128	18057
1078	10132	18039
1079	10136	18020
1080	10140	18002
1081	10144	17983
1082	10149	17965
1083	10153	17946
1084	10157	17928
1085	10161	17909
1086	10166	17891
1087	10170	17873
1088	10175	17856
1089	10179	17838
1090	10184	17820
1091	10188	17801
1092	10192	17783
1093	10197	17765
1094	10201	17748
1095	10205	17729
1096	10210	17712
1097	10215	17694
1098	10219	17676
1099	10223	17658
1100	10227	17640
1101	10232	17623
1102	10236	17605
1103	10241	17588
1104	10245	17570
1105	10249	17551
1106	10253	17533
1107	10257	17516
1108	10262	17499
1109	10266	17480
1110	10270	17462
1111	10274	17444
1112	10278	17426
1113	10282	17408
1114	10286	17390
1115	10291	17373
1116	10295	17356
1117	10299	17338
1118	10304	17321
1119	10308	17303
1120	10312	17286
1121	10317	17269
1122	10321	17252
1123	10326	17235
1124	10330	17217
1125	10334	17200
1126	10339	17183
1127	10344	17167
1128	10348	17150
1129	10353	17133
1130	10357	17115
1131	10361	17098
1132	10365	17080
1133	10369	17063
1134	10373	17045
1135	10378	17029
1136	10383	17012
1137	10387	16995
1138	10391	16978
1139	10395	16961
1140	10399	16944
1141	10403	16926
1142	10407	16909
1143	10412	16892
1144	10416	16876
1145	10421	16859
1146	10425	16842
1147	10429	16825
1148	10434	16809
1149	10438	16791
1150	10442	16775
1151	10446	16758
1152	10450	16741
1153	10455	16725
1154	10460	16709
1155	10464	16692
1156	10468	16676
1157	10473	16659
1158	10477	16643
1159	10482	16627
1160	10486	16611
1161	10492	16596
1162	10496	16579
1163	10501	16564
1164	10506	16548
1165	10510	16532
1166	10515	16515
1167	10519	16499
1168	10523	16483
1169	10527	16466
1170	10533	16451
1171	10537	16435
1172	10541	16418
1173	10547	16404
1174	10552	16389
1175	10556	16373
1176	10560	16357
1177	10565	16341
1178	10569	16325
1179	10573	16308
1180	10577	16291
1181	10581	16275
1182	10586	16259
1183	10591	16244
1184	10595	16228
1185	10599	16212
1186	10604	16196
1187	10608	16181
1188	10612	16164
1189	10617	16148
1190	10620	16131
1191	10625	16116
1192	10629	16100
1193	10634	16084
1194	10638	16069
1195	10643	16054
1196	10647	16037
1197	10651	16021
1198	10655	16006
1199	10660	15990
1200	10664	15974
1201	10668	15958
1202	10672	15941
1203	10676	15926
1204	10681	15910
1205	10685	15895
1206	10689	15879
1207	10694	15864
1208	10698	15847
1209	10702	15832
1210	10707	15817
1211	10711	15802
1212	10715	15786
1213	10720	15771
1214	10724	15755
1215	10728	15740
1216	10733	15724
1217	10737	15709
1218	10742	15695
1219	10746	15679
1220	10752	15666
1221	10758	15653
1222	10762	15637
1223	10770	15627
1224	10781	15621
1225	10790	15614
1226	10801	15608
1227	10811	15601
1228	10821	15593
1229	10834	15591
1230	10853	15597
1231	10864	15591
1232	10876	15586
1233	10891	15586
1234	10902	15581
1235	10915	15578
1236	10925	15571
1237	10940	15571
1238	10951	15566
1239	10964	15562
1240	10979	15561
1241	10989	15555
1242	11002	15552
1243	11013	15546
1244	11024	15540
1245	11036	15536
1246	11051	15536
1247	11065	15534
1248	11084	15539
1249	11107	15550
1250	11125	15554
1251	11139	15552
1252	11151	15548
1253	11163	15543
1254	11173	15535
1255	11183	15528
1256	11193	15520
1257	11203	15514
1258	11213	15507
1259	11223	15499
1260	11234	15492
1261	11244	15485
1262	11255	15479
1263	11265	15472
1264	11276	15465
1265	11285	15457
1266	11296	15451
1267	11307	15445
1268	11317	15437
1269	11330	15434
1270	11344	15432
1271	11361	15433
1272	11376	15434
1273	11391	15433
1274	11401	15425
1275	11412	15419
1276	11425	15415
1277	11442	15417
1278	11457	15416
1279	11468	15410
1280	11479	15404
1281	11493	15401
1282	11505	15397
1283	11514	15389
1284	11525	15382
1285	11536	15375
1286	11546	15368
1287	11556	15360
1288	11566	15352
1289	11576	15345
1290	11586	15338
1291	11597	15331
1292	11606	15322
1293	11627	15329
1294	11638	15323
1295	11648	15315
1296	11659	15308
1297	11673	15307
1298	11685	15301
1299	11695	15293
1300	11705	15286
1301	11715	15279
1302	11727	15273
1303	11742	15271
1304	11751	15264
1305	11762	15257
1306	11771	15248
1307	11780	15238
1308	11790	15230
1309	11800	15223
1310	11811	15217
1311	11827	15217
1312	11840	15212
1313	11850	15205
1314	11860	15197
1315	11871	15190
1316	11884	15186
1317	11894	15179
1318	11905	15172
1319	11916	15166
1320	11927	15159
1321	11937	15152
1322	11951	15149
1323	11963	15144
1324	11982	15147
1325	11996	15145
1326	12011	15143
1327	12026	15141
1328	12041	15140
1329	12056	15138
1330	12066	15130
1331	12079	15126
1332	12100	15132
1333	12115	15130
1334	12127	15125
1335	12142	15124
1336	12152	15116
1337	12166	15112
1338	12180	15110
1339	12191	15102
1340	12203	15096
1341	12216	15093
1342	12228	15087
1343	12241	15083
1344	12253	15077
1345	12266	15073
1346	12279	15068
1347	12293	15065
1348	12307	15062
1349	12322	15060
1350	12336	15057
1351	12350	15054
1352	12364	15051
1353	12382	15052
1354	12399	15053
1355	12411	15047
1356	12423	15041
1357	12432	15032
1358	12446	15029
1359	12457	15022
1360	12473	15020
1361	12484	15014
1362	12495	15007
1363	12514	15009
1364	12531	15009
1365	12545	15006
1366	12561	15006
1367	12574	15001
1368	12589	14999
1369	12601	14993
1370	12615	14989
1371	12627	14983
1372	12641	14980
1373	12653	14974
1374	12664	14967
1375	12677	14962
1376	12695	14963
1377	12715	14966
1378	12727	14961
1379	12739	14955
1380	12755	14953
1381	12766	14946
1382	12783	14946
1383	12795	14940
1384	12816	14944
1385	12831	14942
1386	12847	14941
1387	12863	14940
1388	12877	14936
1389	12890	14930
1390	12911	14934
1391	12925	14931
1392	12938	14926
1393	12952	14922
1394	12965	14917
1395	12976	14909
1396	12987	14902
1397	12998	14895
1398	13014	14893
1399	13030	14891
1400	13047	14891
1401	13060	14886
1402	13075	14883
1403	13094	14884
1404	13104	14876
1405	13117	14871
1406	13132	14868
1407	13144	14862
1408	13161	14861
1409	13173	14854
1410	13190	14854
1411	13201	14847
1412	13213	14840
1413	13224	14833
1414	13237	14827
1415	13250	14822
1416	13264	14818
1417	13279	14815
1418	13288	14805
1419	13308	14808
1420	13321	14802
1421	13342	14806
1422	13356	14802
1423	13370	14797
1424	13387	14796
1425	13401	14792
1426	13422	14796
1427	13432	14787
1428	13448	14784
1429	13467	14786
1430	13479	14778
1431	13489	14771
1432	13503	14766
1433	13524	14769
1434	13547	14775
1435	13561	14770
1436	13582	14772
1437	13603	14776
1438	13615	14769
1439	13627	14763
1440	13640	14757
1441	13658	14757
1442	13670	14750
1443	13686	14747
1444	13702	14745
1445	13711	14735
1446	13726	14731
1447	13739	14726
1448	13752	14720
1449	13766	14715
1450	13783	14714
1451	13797	14709
1452	13807	14700
1453	13824	14698
1454	13840	14696
1455	13855	14692
1456	13865	14683
1457	13879	14679
1458	13895	14676
1459	13908	14670
1460	13923	14666
1461	13935	14660
1462	13954	14659
1463	13967	14654
1464	13980	14648
1465	13996	14645
1466	14008	14639
1467	14025	14637
1468	14043	14636
1469	14053	14627
1470	14064	14618
1471	14078	14614
1472	14092	14609
1473	14105	14602
1474	14120	14598
1475	14131	14591
1476	14141	14582
1477	14154	14576
1478	14171	14574
1479	14185	14568
1480	14194	14559
1481	14206	14551
1482	14216	14542
1483	14228	14535
1484	14239	14527
1485	14249	14518
1486	14263	14512
1487	14276	14506
1488	14291	14502
1489	14307	14499
1490	14318	14491
1491	14328	14482
1492	14342	14477
1493	14358	14474
1494	14373	14470
1495	14386	14463
1496	14399	14457
1497	14418	14457
1498	14433	14452
1499	14444	14444
1500	14456	14437
1501	14467	14428
1502	14479	14421
1503	14492	14415
1504	14510	14414
1505	14527	14411
1506	14540	14405
1507	14554	14399
1508	14570	14396
1509	14589	14396
1510	14605	14393
1511	14619	14387
1512	14634	14383
1513	14646	14375
1514	14668	14377
1515	14689	14379
1516	14706	14376
1517	14722	14373
1518	14739	14370
1519	14757	14369
1520	14771	14363
1521	14786	14358
1522	14799	14352
1523	14814	14347
1524	14826	14340
1525	14840	14335
1526	14851	14326
1527	14861	14316
1528	14873	14309
1529	14884	14301
1530	14895	14292
1531	14916	14293
1532	14928	14285
1533	14941	14278
1534	14958	14275
1535	14971	14269
1536	14982	14260
1537	14994	14253
1538	15005	14245
1539	15019	14239
1540	15033	14233
1541	15045	14225
1542	15058	14219
1543	15069	14210
1544	15082	14203
1545	15091	14193
1546	15105	14187
1547	15119	14181
1548	15131	14173
1549	15143	14166
1550	15158	14161
1551	15172	14155
1552	15191	14154
1553	15214	14156
1554	15236	14158
1555	15258	14159
1556	15283	14164
1557	15296	14157
1558	15317	14158
1559	15335	14155
1560	15356	14156
1561	15378	14157
1562	15398	14156
1563	15420	14158
1564	15436	14153
1565	15461	14157
1566	15488	14163
1567	15509	14164
1568	15521	14156
1569	15549	14163
1570	15576	14168
1571	15596	14167
1572	15610	14161
1573	15628	14159
1574	15648	14158
1575	15660	14149
1576	15677	14146
1577	15694	14142
1578	15718	14145
1579	15738	14144
1580	15758	14144
1581	15772	14137
1582	15785	14130
1583	15799	14123
1584	15809	14114
1585	15826	14109
1586	15838	14101
1587	15849	14092
1588	15866	14088
1589	15882	14084
1590	15905	14085
1591	15914	14075
1592	15924	14065
1593	15934	14055
1594	15944	14045
1595	15955	14035
1596	15964	14025
1597	15974	14015
1598	15987	14007
1599	15997	13998
1600	16009	13989
1601	16019	13979
1602	16030	13970
1603	16041	13961
1604	16061	13960
1605	16079	13956
1606	16101	13956
1607	16118	13953
1608	16142	13955
1609	16158	13950
1610	16173	13944
1611	16196	13945
1612	16217	13945
1613	16234	13941
1614	16251	13936
1615	16276	13939
1616	16294	13936
1617	16316	13936
1618	16336	13934
1619	16353	13930
1620	16372	13928
1621	16392	13926
1622	16407	13920
1623	16436	13926
1624	16455	13923
1625	16474	13921
1626	16492	13917
1627	16517	13920
1628	16529	13911
1629	16545	13906
1630	16561	13900
1631	16582	13899
1632	16609	13904
1633	16635	13907
1634	16656	13906
1635	16671	13899
1636	16691	13897
1637	16711	13895
1638	16735	13897
1639	16751	13891
1640	16762	13881
1641	16779	13877
1642	16799	13875
1643	16816	13870
1644	16833	13865
1645	16849	13860
1646	16861	13851
1647	16873	13842
1648	16896	13843
1649	16908	13833
1650	16921	13826
1651	16933	13817
1652	16949	13812
1653	16964	13805
1654	16977	13797
1655	16989	13788
1656	16998	13777
1657	17014	13771
1658	17036	13771
1659	17053	13765
1660	17066	13758
1661	17083	13752
1662	17100	13748
1663	17120	13745
1664	17134	13738
1665	17165	13744
1666	17184	13741
1667	17209	13743
1668	17231	13741
1669	17248	13736
1670	17264	13731
1671	17279	13724
1672	17297	13720
1673	17316	13716
1674	17338	13715
1675	17356	13711
1676	17372	13705
1677	17398	13707
1678	17419	13705
1679	17433	13697
1680	17443	13686
1681	17458	13680
1682	17474	13674
1683	17488	13666
1684	17502	13658
1685	17517	13652
1686	17531	13645
