iter	RMSE
1523	0.6608615948
1524	0.6608429234
1525	0.6608263505
1526	0.6607983653
1527	0.6607729983
1528	0.6607368395
1529	0.6607008705
1530	0.6606740853
1531	0.6606615196
1532	0.6606270541
1533	0.6605933573
1534	0.660560637
1535	0.6605405457
1536	0.6605103324
1537	0.6604782449
1538	0.6604556541
1539	0.6604312563
1540	0.6604153553
1541	0.660381265
1542	0.6603638859
1543	0.6603514269
1544	0.6603286563
1545	0.6602949771
1546	0.660265962
1547	0.6602359936
1548	0.660223215
1549	0.660192676
1550	0.6601555518
1551	0.6601162858
1552	0.6600807854
1553	0.66005342
1554	0.6600374165
1555	0.6599968019
1556	0.65997043
1557	0.6599477935
1558	0.6599233849
1559	0.6598953818
1560	0.6598790259
1561	0.6598413808
1562	0.6598231368
1563	0.659780625
1564	0.6597604758
1565	0.6597236788
1566	0.6597054739
1567	0.6596748319
1568	0.6596377553
1569	0.6596074227
1570	0.659588367
1571	0.6595660199
1572	0.6595393858
1573	0.6594919543
1574	0.6594764068
1575	0.6594635516
1576	0.6594530912
1577	0.6594290106
1578	0.6594116138
1579	0.6593893126
1580	0.6593701523
1581	0.6593430435
1582	0.6593279443
1583	0.6592889255
1584	0.6592793873
1585	0.6592595469
1586	0.6592477773
1587	0.6592245201
1588	0.6591996481
1589	0.6591817406
1590	0.6591525791
1591	0.6591331899
1592	0.6591013774
1593	0.6590611739
1594	0.6590352485
1595	0.6590111795
1596	0.6589928832
1597	0.6589730218
1598	0.6589526314
1599	0.658915842
1600	0.6588880218
1601	0.6588467485
1602	0.6588179856
1603	0.6587898265
1604	0.6587568988
1605	0.658720947
1606	0.6587061609
1607	0.658659722
1608	0.6586433708
1609	0.6585940426
1610	0.6585660791
1611	0.6585529775
1612	0.6585299505
1613	0.6584836221
1614	0.6584571114
1615	0.6584401679
1616	0.6583995485
1617	0.6583801428
1618	0.6583570642
1619	0.6583314047
1620	0.6582951744
1621	0.6582771304
1622	0.6582503663
1623	0.6582163933
1624	0.658198513
1625	0.6581706852
1626	0.6581568964
1627	0.658134065
1628	0.6581071374
1629	0.6580810809
1630	0.6580651774
1631	0.6580216465
1632	0.6580045194
1633	0.657955377
1634	0.6579348416
1635	0.6579103206
1636	0.6578706796
1637	0.6578524472
1638	0.6578201771
1639	0.6578049975
1640	0.6577864113
1641	0.6577581312
1642	0.6577284767
1643	0.6576671564
1644	0.6576291985
1645	0.6575921392
1646	0.6575677487
1647	0.6575472995
1648	0.6575198476
1649	0.6575002015
1650	0.6574880154
1651	0.6574654979
1652	0.6574357873
1653	0.6574074036
1654	0.6573841375
1655	0.6573599519
1656	0.6573424228
1657	0.6573148607
1658	0.6572812964
1659	0.6572647253
1660	0.6572493512
1661	0.6572233574
1662	0.6571888838
1663	0.6571600902
1664	0.6571431628
1665	0.6571177277
1666	0.6570827336
1667	0.6570646079
1668	0.6570403441
1669	0.6570251735
1670	0.6570023109
1671	0.6569892428
1672	0.6569536919
1673	0.656930358
1674	0.6569069979
1675	0.6568845035
1676	0.6568595829
1677	0.6568407891
1678	0.6568219061
1679	0.6567907343
1680	0.6567741588
1681	0.6567511303
1682	0.6567213351
1683	0.6566977711
1684	0.6566715046
1685	0.6566440032
1686	0.6566256194
1687	0.6566046059
1688	0.6565731883
1689	0.6565511464
1690	0.6565192608
1691	0.6565061429
1692	0.6564728561
1693	0.6564556815
1694	0.656441329
1695	0.6564091551
1696	0.6563827905
1697	0.656363233
1698	0.6563306483
1699	0.6563135417
1700	0.6562794202
1701	0.6562561973
1702	0.6562291988
1703	0.656208618
1704	0.6561975299
1705	0.6561641172
1706	0.6561438728
1707	0.6561217995
1708	0.6561054701
1709	0.656085087
1710	0.6560574834
1711	0.6560374417
1712	0.6560256299
1713	0.656013229
1714	0.65598479
1715	0.6559555676
1716	0.6559290733
1717	0.6558967726
1718	0.6558730078
1719	0.6558460998
1720	0.6558351702
1721	0.655827065
1722	0.6558048484
1723	0.6557804125
1724	0.6557691206
1725	0.6557556863
1726	0.6557348703
1727	0.6557179831
1728	0.6556981121
1729	0.6556782973
1730	0.6556545286
1731	0.6556368301
1732	0.6556005328
1733	0.6555752606
1734	0.6555521987
1735	0.6555244525
1736	0.6555085156
1737	0.655475743
1738	0.6554488697
1739	0.6554085001
1740	0.6553697032
1741	0.6553551234
1742	0.6553200982
1743	0.6552976695
1744	0.6552744721
1745	0.6552514162
1746	0.6552216274
1747	0.6551926004
1748	0.6551802361
1749	0.6551513666
1750	0.6551273559
1751	0.6551158526
1752	0.6550752712
1753	0.6550395567
1754	0.6550113914
1755	0.6549970915
1756	0.6549837899
1757	0.6549659453
1758	0.6549490108
1759	0.6549296006
1760	0.6549139892
1761	0.6548815251
1762	0.6548410053
1763	0.6548039103
1764	0.6547827172
1765	0.6547622019
1766	0.6547495929
1767	0.6547079265
1768	0.6546848631
1769	0.6546498938
1770	0.6546164924
1771	0.6545988864
1772	0.6545889259
1773	0.6545705535
1774	0.6545278138
1775	0.6544780828
1776	0.6544425317
1777	0.6544168422
1778	0.6543892727
1779	0.6543609481
1780	0.6543460302
1781	0.6543313573
1782	0.6543018655
1783	0.6542807439
1784	0.6542573243
1785	0.654243044
1786	0.6542210438
1787	0.6541906562
1788	0.6541565258
1789	0.6541318037
1790	0.6540892904
1791	0.6540562575
1792	0.6540399607
1793	0.6540248258
1794	0.6540056035
1795	0.6539773723
1796	0.6539523143
1797	0.6539327184
1798	0.6539101264
1799	0.6538903427
1800	0.6538828751
1801	0.6538575364
1802	0.6538369
1803	0.6538164388
1804	0.6538063269
1805	0.6537790889
1806	0.6537424684
1807	0.6537300652
1808	0.6537089465
1809	0.653675842
1810	0.6536261301
1811	0.653590637
1812	0.6535653607
1813	0.6535455212
1814	0.6535124882
1815	0.6534975985
1816	0.6534775344
1817	0.6534586119
1818	0.6534332579
1819	0.6534111867
1820	0.6533847029
1821	0.653366497
1822	0.6533434669
1823	0.6533183077
1824	0.6532931549
1825	0.6532775349
1826	0.6532536162
1827	0.6532380934
1828	0.6532210967
1829	0.6532044225
1830	0.6531793818
1831	0.653158749
1832	0.6531388274
1833	0.653128035
1834	0.6531005403
1835	0.6530753481
1836	0.6530595212
1837	0.653044541
1838	0.6530276297
1839	0.6530148707
1840	0.6529933435
1841	0.6529690403
1842	0.6529439715
1843	0.6529289761
1844	0.6529113259
1845	0.6528788066
1846	0.6528702307
1847	0.6528560506
1848	0.6528420371
1849	0.6528277796
1850	0.6528060233
1851	0.6527870439
1852	0.6527445211
1853	0.6527307347
1854	0.6527140169
1855	0.6526864382
1856	0.6526768451
1857	0.6526584527
1858	0.6526469728
1859	0.6526253628
1860	0.6525990686
1861	0.6525881796
1862	0.6525602617
1863	0.6525251778
1864	0.6525045718
1865	0.6524956948
1866	0.6524727659
1867	0.6524343901
1868	0.6524187322
1869	0.6523881378
1870	0.6523620422
1871	0.6523391642
1872	0.6523247364
1873	0.6523099446
1874	0.6522906337
1875	0.6522707835
1876	0.6522453185
1877	0.6522344334
1878	0.652218928
1879	0.6521959028
1880	0.6521819836
1881	0.6521531601
1882	0.6521082651
1883	0.6520917323
1884	0.6520766701
1885	0.6520596166
1886	0.6520403636
1887	0.6520155899
1888	0.6519808378
1889	0.6519625916
1890	0.6519356787
1891	0.6519150968
1892	0.6518899465
1893	0.6518689515
1894	0.6518479631
1895	0.651811822
1896	0.651794978
1897	0.6517734868
1898	0.6517594771
1899	0.6517451476
1900	0.6517216519
1901	0.6516927553
1902	0.6516677126
1903	0.6516517659
1904	0.6516439193
1905	0.651625367
1906	0.6516087979
1907	0.6515956413
1908	0.6515697614
1909	0.6515543519
1910	0.6515385895
1911	0.6515226191
1912	0.6515089928
1913	0.6514874708
1914	0.6514558763
1915	0.6514248817
1916	0.6513928514
1917	0.651372731
1918	0.6513548203
1919	0.6513423997
1920	0.6513154394
1921	0.6513014357
1922	0.6512732235
1923	0.6512625695
1924	0.6512309062
1925	0.6512116097
1926	0.65116632
1927	0.6511428049
1928	0.6511147006
1929	0.6510959548
1930	0.6510762999
1931	0.651042861
1932	0.6510172691
1933	0.6509848964
1934	0.6509779165
1935	0.6509580483
1936	0.6509358248
1937	0.6509017938
1938	0.6508886091
1939	0.6508696334
1940	0.6508580197
1941	0.6508353409
1942	0.6508191554
1943	0.6508013682
1944	0.6507818071
1945	0.6507682399
1946	0.6507487873
1947	0.6507375428
1948	0.650709644
1949	0.6506953124
1950	0.6506702976
1951	0.6506588047
1952	0.6506281728
1953	0.650611521
1954	0.6506031882
1955	0.6505715328
1956	0.6505518752
1957	0.6505390799
1958	0.6505114887
1959	0.6505012178
1960	0.6504718756
1961	0.6504623621
1962	0.6504451016
1963	0.6504195284
1964	0.6503942906
1965	0.6503654591
1966	0.6503346713
1967	0.650310097
1968	0.6502958476
1969	0.6502760436
1970	0.6502403018
1971	0.6502257052
1972	0.6501967864
1973	0.65017552
1974	0.6501601796
1975	0.6501371721
1976	0.6501219734
1977	0.6501076872
1978	0.6500668285
1979	0.6500462982
1980	0.6500253335
1981	0.649996241
1982	0.6499776787
1983	0.6499517684
1984	0.6499317308
1985	0.6499159904
1986	0.6499043874
1987	0.6498881776
1988	0.6498737054
1989	0.6498337791
1990	0.6498083536
1991	0.6497864335
1992	0.6497704211
1993	0.6497545823
1994	0.6497400654
1995	0.6497241679
1996	0.6497000769
1997	0.6496679112
1998	0.6496560391
1999	0.6496335364
2000	0.6496048586
2001	0.6495862931
2002	0.6495604453
2003	0.6495393539
2004	0.649521381
2005	0.6494964375
2006	0.6494903119
2007	0.6494813965
2008	0.6494549386
2009	0.6494473402
2010	0.6494264839
2011	0.6494160581
2012	0.649389518
2013	0.6493752754
2014	0.6493625879
2015	0.6493536452
2016	0.6493381128
2017	0.6493104101
2018	0.6493022954
2019	0.6492667063
2020	0.6492376742
2021	0.649222857
2022	0.6492076561
2023	0.6491775956
2024	0.6491593553
2025	0.6491455588
2026	0.6491181519
2027	0.6491047327
2028	0.649082471
2029	0.649062191
2030	0.6490365043
2031	0.6490219039
2032	0.6490043899
2033	0.6489948124
2034	0.6489825398
2035	0.648964908
2036	0.6489453959
2037	0.6489394589
2038	0.6489298613
2039	0.6488970936
2040	0.648884675
2041	0.6488752624
2042	0.6488499914
2043	0.6488295593
2044	0.6488034963
2045	0.6487874104
2046	0.6487649848
2047	0.6487467881
2048	0.6487212153
2049	0.6486976583
2050	0.6486812646
2051	0.6486682345
2052	0.6486552839
2053	0.6486465324
2054	0.6486312234
2055	0.6486144
2056	0.6485957366
2057	0.64858221
2058	0.6485572966
2059	0.6485418638
2060	0.6485217377
2061	0.6485036766
2062	0.6484827297
2063	0.6484461785
2064	0.6484069469
2065	0.6483786069
2066	0.6483588928
2067	0.6483303558
2068	0.64829881
2069	0.6482902162
2070	0.6482769552
2071	0.6482576523
2072	0.6482413654
2073	0.6482236977
2074	0.6482103579
2075	0.6481919444
2076	0.6481815551
2077	0.6481409509
2078	0.6481271666
2079	0.6480927065
2080	0.6480637109
2081	0.6480409765
2082	0.6480277419
2083	0.6480082806
2084	0.6479969889
2085	0.6479689568
2086	0.6479612288
2087	0.6479495552
2088	0.647936166
2089	0.6478970939
2090	0.6478810904
2091	0.64786662
2092	0.6478389794
2093	0.6478245082
2094	0.6478034171
2095	0.6477938974
2096	0.6477813393
2097	0.64776815
2098	0.6477366587
2099	0.6476990781
2100	0.6476528996
2101	0.64762468
2102	0.6476122085
2103	0.6476015509
2104	0.6475886951
2105	0.6475593019
2106	0.6475497177
2107	0.6475355383
2108	0.6475198352
2109	0.6474924805
2110	0.6474673453
2111	0.6474481349
2112	0.6474242308
2113	0.6474097863
2114	0.6473995027
2115	0.6473883205
2116	0.6473467695
2117	0.6473298629
2118	0.6473155152
2119	0.6472914257
2120	0.6472710481
2121	0.6472502173
2122	0.6472360233
2123	0.6472051563
2124	0.6471935295
2125	0.6471645518
2126	0.647135377
2127	0.6471190919
2128	0.6470901663
2129	0.6470817322
2130	0.6470637156
2131	0.6470414536
2132	0.6470350292
2133	0.6470198318
2134	0.6470083853
2135	0.6469944536
2136	0.646978168
2137	0.6469663195
2138	0.6469537689
2139	0.64693517
2140	0.6469187755
2141	0.6469022907
2142	0.6468798151
2143	0.6468620173
2144	0.6468491079
2145	0.6468372557
2146	0.6468194067
2147	0.6467906806
2148	0.6467841278
2149	0.646775129
2150	0.6467615421
2151	0.6467359699
2152	0.6467148543
2153	0.6466972615
2154	0.6466609626
2155	0.6466540433
2156	0.6466438156
2157	0.6466258508
2158	0.6465982898
2159	0.6465832121
2160	0.6465724729
2161	0.6465359821
2162	0.6465158133
2163	0.6465016976
2164	0.6464901038
2165	0.6464678846
2166	0.6464522572
2167	0.6464375907
2168	0.6464139364
2169	0.6463890018
2170	0.6463781093
2171	0.6463677857
2172	0.6463497356
2173	0.6463116125
2174	0.6463008163
2175	0.6462933214
2176	0.6462678617
2177	0.646236592
2178	0.6462183782
2179	0.6462030921
2180	0.646169537
2181	0.6461487744
2182	0.6461228573
2183	0.646113141
2184	0.6460819115
2185	0.6460493401
2186	0.6460325178
2187	0.6460253565
2188	0.6460107343
2189	0.6459899143
2190	0.6459788537
2191	0.6459584817
2192	0.645949996
2193	0.6459407422
2194	0.6459152675
2195	0.6458990566
2196	0.6458733792
2197	0.6458618117
2198	0.6458403767
2199	0.6458293422
2200	0.645813982
2201	0.645794035
2202	0.6457861043
2203	0.6457680229
2204	0.6457530234
2205	0.6457397194
2206	0.6457245566
2207	0.6457040374
2208	0.6456857793
2209	0.6456673025
2210	0.6456427276
2211	0.6456312644
2212	0.6456248479
2213	0.6455998867
2214	0.6455904457
2215	0.6455568509
2216	0.6455265561
2217	0.6454980704
2218	0.6454726171
2219	0.6454630955
2220	0.645446617
2221	0.6454248472
2222	0.6454007277
2223	0.6453770283
2224	0.6453500201
2225	0.645336963
2226	0.6453151001
2227	0.6452961059
2228	0.6452555967
2229	0.6452388674
2230	0.645222122
2231	0.6452054682
2232	0.6451912023
2233	0.6451768649
2234	0.6451472569
2235	0.645133553
2236	0.6451178887
2237	0.6451045059
2238	0.6450821623
2239	0.6450758633
2240	0.6450597479
2241	0.6450319897
2242	0.6450227461
2243	0.6449965231
2244	0.6449800949
2245	0.644956234
2246	0.6449376692
2247	0.6449193282
2248	0.6448965863
2249	0.6448785313
2250	0.6448591204
2251	0.6448337958
2252	0.6448283592
2253	0.6448166695
2254	0.6447996892
2255	0.6447858131
2256	0.6447726676
2257	0.6447523065
2258	0.6447179121
2259	0.6446848933
2260	0.6446541389
2261	0.6446366201
2262	0.6446223851
2263	0.6446127599
2264	0.6445902126
2265	0.6445735562
2266	0.6445623082
2267	0.6445493839
2268	0.6445264366
2269	0.644499575
2270	0.6444871062
2271	0.6444751252
2272	0.6444601181
2273	0.6444433939
2274	0.6444254638
2275	0.6444072599
2276	0.6443837583
2277	0.6443613031
2278	0.644338655
2279	0.6443345311
2280	0.6443210717
2281	0.6442992295
2282	0.644277775
2283	0.6442483249
2284	0.6442371899
2285	0.6442161954
2286	0.6441944369
2287	0.6441756474
2288	0.6441608885
2289	0.6441432865
2290	0.6441251634
2291	0.6441184973
2292	0.6441027261
2293	0.6440721276
2294	0.6440539392
2295	0.6440388947
2296	0.6440284784
2297	0.6440144198
2298	0.6439956232
2299	0.6439797796
2300	0.6439605303
2301	0.6439464868
2302	0.6439460174
2303	0.6439321341
2304	0.6439046067
2305	0.6438968345
2306	0.6438841353
2307	0.6438684199
2308	0.643860459
2309	0.6438337334
2310	0.6438200607
2311	0.6437990446
2312	0.6437903442
2313	0.6437744547
2314	0.6437547955
2315	0.6437371386
2316	0.6437159654
2317	0.6437008748
2318	0.6436914463
2319	0.6436809409
2320	0.6436652092
2321	0.6436570487
2322	0.6436429042
2323	0.6436264202
2324	0.6436137113
2325	0.6435978664
2326	0.6435708755
2327	0.6435614815
2328	0.6435463797
2329	0.6435238649
2330	0.6435075525
2331	0.6434951402
2332	0.6434887761
2333	0.6434584162
2334	0.6434376268
2335	0.6434212453
2336	0.6434042136
2337	0.6433903533
2338	0.643379242
2339	0.643357473
2340	0.6433351709
2341	0.6433185382
2342	0.6433110375
2343	0.6433005489
2344	0.6432871769
2345	0.6432732288
2346	0.6432571732
2347	0.6432336037
2348	0.643218455
2349	0.6432056611
2350	0.6431906941
2351	0.6431794431
2352	0.6431616725
2353	0.6431514563
2354	0.6431336004
2355	0.6431241181
2356	0.6431091773
2357	0.6430940428
2358	0.6430736893
2359	0.6430592559
2360	0.6430430977
2361	0.6430338409
2362	0.6430251174
2363	0.6430122374
2364	0.6429903192
2365	0.6429725294
2366	0.6429609719
2367	0.6429328636
2368	0.6429195901
2369	0.6429030936
2370	0.6428894725
2371	0.642879224
2372	0.6428634692
2373	0.642845276
2374	0.6428285975
2375	0.6428124827
2376	0.6428015812
2377	0.6427847986
2378	0.6427614751
2379	0.6427491181
2380	0.6427386348
2381	0.6427132428
2382	0.6427035829
2383	0.6426860621
2384	0.6426657233
2385	0.6426554997
2386	0.6426295484
2387	0.6426214147
2388	0.64260496
2389	0.6425931185
2390	0.6425783242
2391	0.6425625324
2392	0.6425448055
2393	0.6425298727
2394	0.6425065664
2395	0.6424778718
2396	0.6424525052
2397	0.6424356018
2398	0.6424257734
2399	0.642413567
2400	0.6424041241
2401	0.6423956753
2402	0.642383785
2403	0.6423627395
2404	0.6423502916
2405	0.6423395017
2406	0.6423106419
2407	0.6422940143
2408	0.6422811338
2409	0.6422745291
2410	0.6422605018
2411	0.6422364411
2412	0.6422260272
2413	0.6422196717
2414	0.6421928933
2415	0.6421769241
2416	0.6421708656
2417	0.642149655
2418	0.6421283541
2419	0.6421139144
2420	0.642090985
2421	0.6420533494
2422	0.6420335611
2423	0.6420144836
2424	0.6420025844
2425	0.6419857678
2426	0.6419715833
2427	0.6419569538
2428	0.6419377002
2429	0.6419299684
2430	0.6419136213
2431	0.6418987045
2432	0.6418831358
2433	0.6418690451
2434	0.6418598428
2435	0.6418430368
2436	0.6418312876
2437	0.6418169988
2438	0.6418077045
2439	0.6417921648
2440	0.6417750381
2441	0.6417586212
2442	0.6417425012
2443	0.6417357764
2444	0.641721007
2445	0.6417110986
2446	0.6416858703
2447	0.6416771831
2448	0.6416650477
2449	0.6416602634
2450	0.6416304174
2451	0.6416180855
2452	0.6416065416
2453	0.6415984788
2454	0.6415740164
2455	0.6415531407
2456	0.6415416305
2457	0.6415326289
2458	0.6415131207
2459	0.6415014648
2460	0.641477454
2461	0.6414690067
2462	0.6414486489
2463	0.6414197369
2464	0.64140829
2465	0.6413997127
2466	0.6413871036
2467	0.6413763452
2468	0.6413649821
2469	0.6413453217
2470	0.6413347538
2471	0.6413234259
2472	0.641307666
2473	0.6412949756
2474	0.6412717335
2475	0.6412500008
2476	0.641240246
2477	0.641227603
2478	0.6412157063
2479	0.6411991759
2480	0.6411809439
2481	0.6411612165
2482	0.641144004
2483	0.6411333561
2484	0.6411176895
2485	0.641103137
2486	0.6410965372
2487	0.6410799359
2488	0.6410688817
2489	0.6410569924
2490	0.6410432652
2491	0.6410297118
2492	0.6410237484
2493	0.6410093168
2494	0.6409925346
2495	0.6409666425
2496	0.6409599306
2497	0.6409475909
2498	0.640936421
2499	0.6409212068
2500	0.6409113794
2501	0.6408948034
2502	0.6408891989
2503	0.6408789433
2504	0.6408573324
2505	0.6408390592
2506	0.6408230835
2507	0.6408093026
2508	0.6407951532
2509	0.6407739846
2510	0.6407564227
2511	0.6407446779
2512	0.6407350375
2513	0.6407211349
2514	0.6407116297
2515	0.6406943622
2516	0.6406737842
2517	0.6406648503
2518	0.640646933
2519	0.6406206466
2520	0.6406106981
2521	0.6406021339
2522	0.6405806244
2523	0.6405678286
2524	0.6405528583
2525	0.6405416899
2526	0.640525966
2527	0.6405150936
2528	0.640507054
2529	0.6404834152
2530	0.6404658587
2531	0.6404548721
2532	0.6404377308
2533	0.6404244527
2534	0.6404032737
2535	0.6403824249
2536	0.6403637949
2537	0.6403515642
2538	0.6403326272
2539	0.6403216837
2540	0.6403155924
2541	0.6402997501
2542	0.6402847399
2543	0.6402792713
2544	0.640262217
2545	0.6402467959
2546	0.640228642
2547	0.6402101455
2548	0.6402043561
2549	0.6401913218
2550	0.6401663176
2551	0.6401564324
2552	0.6401372827
2553	0.640123315
2554	0.640118685
2555	0.6401070547
2556	0.6400926705
2557	0.6400762495
2558	0.6400631144
2559	0.6400399468
2560	0.6400211912
2561	0.6399999641
2562	0.639987292
2563	0.6399510571
2564	0.6399287083
2565	0.639907282
2566	0.6398960127
2567	0.6398848258
2568	0.6398744479
2569	0.6398508139
2570	0.6398345914
2571	0.6398198162
2572	0.6398076204
2573	0.6397950486
2574	0.6397797109
2575	0.6397547637
2576	0.6397239432
2577	0.6397184436
2578	0.6397081313
2579	0.6396960147
2580	0.6396870533
2581	0.6396679984
2582	0.6396598196
2583	0.63964995
2584	0.6396411219
2585	0.6396236174
2586	0.639599571
2587	0.6395875349
2588	0.639566848
2589	0.6395521398
2590	0.6395399733
2591	0.6395314687
2592	0.6394947375
2593	0.6394875344
2594	0.6394712331
2595	0.6394636245
2596	0.6394455992
2597	0.6394295638
2598	0.6394126295
2599	0.6394011232
2600	0.6393637679
2601	0.6393476154
2602	0.6393352996
2603	0.6393136194
2604	0.6392896184
2605	0.6392766
2606	0.6392653307
2607	0.6392454699
2608	0.639231158
2609	0.6392196417
2610	0.6392037177
2611	0.6391943931
2612	0.6391785338
2613	0.6391599871
2614	0.639135814
2615	0.6391199135
2616	0.6391072958
2617	0.6390948768
2618	0.6390787545
2619	0.6390706221
2620	0.6390567935
2621	0.6390379268
2622	0.6390173048
2623	0.6390064875
2624	0.6389678694
2625	0.6389577141
2626	0.6389431898
2627	0.6389368228
2628	0.6389212933
2629	0.6388984701
2630	0.6388853154
2631	0.6388663396
2632	0.6388527542
2633	0.6388337407
2634	0.6388240726
2635	0.6388104747
2636	0.6387949617
2637	0.6387801717
2638	0.63876509
2639	0.6387546227
2640	0.6387358941
2641	0.6387144718
2642	0.638706669
2643	0.6386943026
2644	0.6386844381
2645	0.6386612911
2646	0.638642003
2647	0.6386146693
2648	0.638605494
2649	0.6385887112
2650	0.6385805955
2651	0.6385733412
2652	0.6385600685
2653	0.6385530952
2654	0.6385452785
2655	0.6385287887
2656	0.6385214375
2657	0.6385057048
2658	0.6384811129
2659	0.6384738608
2660	0.6384573374
2661	0.638438498
2662	0.6384214873
2663	0.6384011751
2664	0.6383949064
2665	0.6383885907
2666	0.6383712171
2667	0.6383564892
2668	0.6383442301
2669	0.6383317969
2670	0.6383134923
2671	0.6383046406
2672	0.6382797799
2673	0.6382674413
2674	0.6382554142
2675	0.638233778
2676	0.6382223115
2677	0.6382141465
2678	0.638205398
2679	0.6381828896
2680	0.6381731149
2681	0.6381597901
2682	0.6381383698
2683	0.6381153672
2684	0.6381036635
2685	0.6380894858
2686	0.6380630447
2687	0.6380485043
2688	0.6380406248
2689	0.6380299119
2690	0.6380187231
2691	0.6380058041
2692	0.6379938933
2693	0.6379852862
2694	0.6379766574
2695	0.637964337
2696	0.6379426634
2697	0.6379331445
2698	0.6379073092
2699	0.6378931655
2700	0.6378861559
2701	0.6378764222
2702	0.6378549642
2703	0.6378427021
2704	0.6378141572
2705	0.6377972226
2706	0.6377799151
2707	0.6377684702
2708	0.6377631114
2709	0.6377447551
2710	0.6377393008
2711	0.6377308238
2712	0.6377161043
2713	0.6376989464
2714	0.6376858258
2715	0.6376771193
2716	0.6376712383
2717	0.6376653961
2718	0.637651116
2719	0.6376285433
2720	0.6376139876
2721	0.637597171
2722	0.6375892116
2723	0.6375706359
2724	0.6375549382
2725	0.6375405589
2726	0.6375253153
2727	0.637510254
2728	0.6374882287
2729	0.6374764318
2730	0.6374615484
2731	0.6374439672
2732	0.6374262678
2733	0.6374148921
2734	0.6373832206
2735	0.637365791
2736	0.6373473756
2737	0.6373398823
2738	0.6373272243
2739	0.6373112924
2740	0.6373047065
2741	0.6372903322
2742	0.6372782052
2743	0.6372697545
2744	0.6372540618
2745	0.6372359603
2746	0.6372273777
2747	0.6372169282
2748	0.6371990076
2749	0.6371825285
2750	0.6371629468
2751	0.6371466728
2752	0.637136093
2753	0.6371292994
2754	0.637109846
2755	0.6370929186
2756	0.6370825666
2757	0.6370711237
2758	0.637046574
2759	0.6370368545
2760	0.6370286551
2761	0.6370102469
2762	0.6369981748
2763	0.63698138
2764	0.6369625282
2765	0.6369490789
2766	0.6369349718
2767	0.6369193734
2768	0.6369060363
2769	0.6368936361
2770	0.636870648
2771	0.6368636643
2772	0.6368514723
2773	0.6368440637
2774	0.6368266534
2775	0.6368072261
2776	0.6367918163
2777	0.6367803401
2778	0.6367679359
2779	0.6367568113
2780	0.6367448316
2781	0.6367259793
2782	0.6367020356
2783	0.6366779971
2784	0.6366587451
2785	0.6366439534
2786	0.6366354925
2787	0.6366099551
2788	0.6365961635
2789	0.6365880695
2790	0.6365824418
2791	0.636564408
2792	0.6365542313
2793	0.6365454254
2794	0.6365214202
2795	0.6365127885
2796	0.6365036892
2797	0.6364902278
2798	0.6364747084
2799	0.6364620472
2800	0.6364589814
2801	0.636447997
2802	0.6364339983
2803	0.6364257368
2804	0.6364119679
2805	0.6364014986
2806	0.6363808243
2807	0.636363129
2808	0.6363524724
2809	0.6363439963
2810	0.6363204263
2811	0.6363094155
2812	0.6362895482
2813	0.6362808421
2814	0.6362725694
2815	0.6362542521
2816	0.6362281897
2817	0.6362190024
2818	0.6361991228
2819	0.6361814976
2820	0.6361724235
2821	0.6361632197
2822	0.636146723
2823	0.636139179
2824	0.6361202288
2825	0.6361086259
2826	0.6361002357
2827	0.6360930253
2828	0.6360763755
2829	0.6360677465
2830	0.636051653
2831	0.6360383964
2832	0.6360217035
2833	0.6360085913
2834	0.636000579
2835	0.6359845303
2836	0.6359667094
2837	0.63595136
2838	0.6359448985
2839	0.6359349041
2840	0.6359205803
2841	0.6359069177
2842	0.63588011
2843	0.6358618467
2844	0.6358565138
2845	0.6358396456
2846	0.6358282243
2847	0.6358095539
2848	0.6357908534
2849	0.635780354
2850	0.6357628007
2851	0.6357543157
2852	0.6357474792
2853	0.6357363449
2854	0.6357105715
2855	0.6357046379
2856	0.6356916907
2857	0.6356757869
2858	0.6356504147
2859	0.6356433508
2860	0.6356295881
2861	0.6356221343
2862	0.6356145581
2863	0.635601046
2864	0.6355882314
2865	0.635568789
2866	0.6355552087
2867	0.6355471933
2868	0.6355396028
2869	0.635526303
2870	0.6355093404
2871	0.6354913263
2872	0.6354763523
2873	0.6354576031
2874	0.6354462505
2875	0.6354339996
2876	0.6354236263
2877	0.635408295
2878	0.635383287
2879	0.635371116
2880	0.6353530542
2881	0.6353410738
2882	0.6353313078
2883	0.6353187255
2884	0.6353003163
2885	0.6352754092
2886	0.6352618398
2887	0.6352432338
2888	0.6352289661
2889	0.6352118703
2890	0.6352016958
2891	0.6351873943
2892	0.635172834
2893	0.6351573399
2894	0.6351487655
2895	0.6351368868
2896	0.6351277233
2897	0.6351215114
2898	0.6351087012
2899	0.6351022953
2900	0.6350963484
2901	0.6350826434
2902	0.6350670516
2903	0.6350482864
2904	0.6350421209
2905	0.6350366517
2906	0.6350287529
2907	0.6350185382
2908	0.6350048559
2909	0.6349957964
2910	0.6349905986
2911	0.6349702445
2912	0.6349493639
2913	0.6349291199
2914	0.6349222497
2915	0.634915755
2916	0.6349061107
2917	0.6348977372
2918	0.6348864522
2919	0.6348671376
2920	0.6348527381
2921	0.6348393137
2922	0.6348266974
2923	0.6348228028
2924	0.6348022062
2925	0.6347934317
2926	0.63478087
2927	0.6347725718
2928	0.6347544205
2929	0.6347424179
2930	0.6347238768
2931	0.6347110429
2932	0.6346950914
2933	0.6346900898
2934	0.6346800388
2935	0.634675615
2936	0.6346582831
