iter	RMSE
143	0.9472398136
144	0.9448781471
145	0.9420787542
146	0.939351362
147	0.9369182709
148	0.9345377358
149	0.9320757673
150	0.9295632254
151	0.9273123726
152	0.9251148395
153	0.9228232971
154	0.9206016527
155	0.9182586075
156	0.9159814379
157	0.9138745827
158	0.9117322798
159	0.909492241
160	0.9074472807
161	0.9053844301
162	0.9032119128
163	0.9013067262
164	0.8994386291
165	0.8974493595
166	0.8953000389
167	0.8934701094
168	0.8915185616
169	0.8894780381
170	0.8875862911
171	0.8856765452
172	0.8836096873
173	0.8817945299
174	0.8800870487
175	0.8782020158
176	0.8764212972
177	0.8746866346
178	0.872893432
179	0.8711439485
180	0.8694972589
181	0.8679387694
182	0.8663349868
183	0.8646732484
184	0.8630428958
185	0.8615877196
186	0.8600093364
187	0.8584733495
188	0.8569218413
189	0.8553385045
190	0.8538392574
191	0.8522977634
192	0.8508604586
193	0.8495068172
194	0.8479763044
195	0.8466437085
196	0.8452529733
197	0.8440192939
198	0.8427233424
199	0.8413995189
200	0.8400475225
201	0.8389144127
202	0.8375303712
203	0.8363182619
204	0.8350034332
205	0.8337214538
206	0.8323503777
207	0.8309848013
208	0.8297452042
209	0.8286275867
210	0.8274429587
211	0.826392296
212	0.8251915027
213	0.8241864183
214	0.8230438655
215	0.8218270084
216	0.8209066931
217	0.819810958
218	0.8187112205
219	0.8177681264
220	0.8167327303
221	0.8156345557
222	0.814546576
223	0.8136075496
224	0.8125364043
225	0.8114636496
226	0.8104714177
227	0.8094350463
228	0.8084866432
229	0.8074563557
230	0.8065680537
231	0.8055952552
232	0.8046070644
233	0.8036131582
234	0.8027372738
235	0.8019513123
236	0.8010863413
237	0.800385225
238	0.7996725303
239	0.7987733028
240	0.7980087524
241	0.7971992867
242	0.7962940085
243	0.7955937308
244	0.7949453119
245	0.7940959592
246	0.7932381037
247	0.7924725597
248	0.7917243351
249	0.7908716179
250	0.7901566753
251	0.7894982986
252	0.7887870765
253	0.7880242473
254	0.7873809608
255	0.7867059739
256	0.7861048827
257	0.7854306776
258	0.7846700306
259	0.7839637974
260	0.7832957116
261	0.7826872114
262	0.7820282413
263	0.7814858909
264	0.7808288378
265	0.7802931583
266	0.7795739582
267	0.7789948746
268	0.778362426
269	0.7777206628
270	0.7770577528
271	0.7764751418
272	0.7758642555
273	0.7752665216
274	0.774773976
275	0.7741585076
276	0.7735707228
277	0.7730470478
278	0.7724563556
279	0.7719705885
280	0.771440466
281	0.7709091756
282	0.7704311179
283	0.7698923272
284	0.769309976
285	0.7688109401
286	0.7682064681
287	0.7677926903
288	0.7672255819
289	0.7667232877
290	0.7662715511
291	0.765829381
292	0.7653824695
293	0.7649430701
294	0.764475115
295	0.7639426743
296	0.7634904251
297	0.7630166589
298	0.7625456724
299	0.7619645296
300	0.761478961
301	0.7610270316
302	0.7605893718
303	0.7601359537
304	0.7597578761
305	0.7592838295
306	0.758873507
307	0.7584741885
308	0.7580539389
309	0.75765145
310	0.7572088447
311	0.756838326
312	0.7564372348
313	0.7560756449
314	0.7556980088
315	0.755314879
316	0.7548963153
317	0.7545443158
318	0.7541790974
319	0.7537845791
320	0.7533962095
321	0.7529881004
322	0.7526932991
323	0.7523093648
324	0.7519623345
325	0.7516105801
326	0.7512591735
327	0.750930701
328	0.7506530314
329	0.7503753126
330	0.7500866717
331	0.7497199886
332	0.7493985982
333	0.7491463377
334	0.7488487615
335	0.7485086708
336	0.7481790046
337	0.7479078951
338	0.7475446615
339	0.7472152324
340	0.7469489179
341	0.7466088272
342	0.7463052841
343	0.7460271293
344	0.7457241184
345	0.7453561145
346	0.7450473984
347	0.7446838777
348	0.7443801725
349	0.7440284479
350	0.743644647
351	0.7433263173
352	0.7430602162
353	0.742736222
354	0.7424782537
355	0.7422033972
356	0.7419582519
357	0.7417192845
358	0.7414727789
359	0.7412772177
360	0.7409981963
361	0.7407509861
362	0.7404365653
363	0.7401432902
364	0.739877234
365	0.739576006
366	0.7393231856
367	0.739109455
368	0.7388461354
369	0.7386351373
370	0.7384327508
371	0.7381839383
372	0.7379897908
373	0.7377893832
374	0.7375175959
375	0.7373104595
376	0.7370460846
377	0.7368523797
378	0.7366725964
379	0.7364470482
380	0.7362355773
381	0.7359490081
382	0.7357509094
383	0.7354891399
384	0.7351988578
385	0.734985593
386	0.7348112884
387	0.734647479
388	0.7343616674
389	0.7341237252
390	0.7339257358
391	0.7337183855
392	0.7335092028
393	0.7332376781
394	0.7329858518
395	0.7328039525
396	0.732611088
397	0.7324343524
398	0.7322156999
399	0.7319812371
400	0.731836074
401	0.7316569927
402	0.7314705953
403	0.7312994511
404	0.7311060186
405	0.7308953221
406	0.7307212544
407	0.7305703492
408	0.7303556549
409	0.7301121289
410	0.7299124668
411	0.7297716146
412	0.729620463
413	0.7294266705
414	0.7292310734
415	0.7290486607
416	0.7288783744
417	0.7287189856
418	0.7285465883
419	0.7283743744
420	0.7281733115
421	0.7280624576
422	0.7279341274
423	0.727772091
424	0.7276517789
425	0.7274779094
426	0.7273206872
427	0.7271442178
428	0.7269901232
429	0.7268565281
430	0.7267684775
431	0.7266248815
432	0.7264501289
433	0.7262719857
434	0.7261103195
435	0.7259217665
436	0.7257461571
437	0.7255148152
438	0.7253358469
439	0.7251149358
440	0.7249862597
441	0.7248321657
442	0.7246723937
443	0.7245585932
444	0.724421236
445	0.7242488223
446	0.7241239455
447	0.7239719329
448	0.723861692
449	0.7236783307
450	0.7235245227
451	0.7233788087
452	0.7232191777
453	0.7230832095
454	0.7229557035
455	0.7228277785
456	0.7227340154
457	0.7226084739
458	0.7224764936
459	0.7223601259
460	0.7222564558
461	0.7221154823
462	0.7219879811
463	0.7218493375
464	0.7217196899
465	0.721581542
466	0.7214608234
467	0.7213254205
468	0.721189148
469	0.7210841327
470	0.7209561736
471	0.7207980477
472	0.7206457039
473	0.7204936498
474	0.7203884089
475	0.7202774682
476	0.7201569388
477	0.720004319
478	0.7198973171
479	0.7197835521
480	0.7196430038
481	0.7195437905
482	0.7194093864
483	0.7192500994
484	0.719107878
485	0.7189854131
486	0.7188231967
487	0.7186560153
488	0.7185519556
489	0.7183633521
490	0.7182527019
491	0.7180623158
492	0.7179520876
493	0.7178319582
494	0.7176993966
495	0.7175377342
496	0.7174270112
497	0.7173271268
498	0.7171987752
499	0.7169996537
500	0.7168667127
501	0.7167844441
502	0.7167018678
503	0.7165825054
504	0.71647233
505	0.7163384925
506	0.7162556924
507	0.7161737763
508	0.7160411126
509	0.7159182779
510	0.7158040513
511	0.7156412453
512	0.7155296302
513	0.7154624429
514	0.7153376928
515	0.7152115036
516	0.7150867255
517	0.7149207673
518	0.7148452912
519	0.7147188488
520	0.7146071583
521	0.7145544264
522	0.7143451863
523	0.7142378982
524	0.7141165209
525	0.7139810502
526	0.7138147883
527	0.7137369394
528	0.7136499036
529	0.7135397282
530	0.7134709281
531	0.7133642124
532	0.7132874223
533	0.7132206118
534	0.7131082186
535	0.7129806738
536	0.7128202285
537	0.7126797462
538	0.7126256194
539	0.7124396109
540	0.7122487878
541	0.7121007009
542	0.7120146467
543	0.7119492868
544	0.7118562354
545	0.7117205802
546	0.7116384102
547	0.7115587229
548	0.7114851864
549	0.7113721969
550	0.7112251458
551	0.7111452196
552	0.7110371381
553	0.7109694905
554	0.7108195077
555	0.7107236989
556	0.710651308
557	0.7104797726
558	0.7104145137
559	0.7103443791
560	0.7101908998
561	0.7101290766
562	0.7100671623
563	0.7100414623
564	0.7098714457
565	0.7097738121
566	0.709688245
567	0.7096007043
568	0.7094607895
569	0.7093955377
570	0.7093250961
571	0.7092238385
572	0.7091720926
573	0.7091242601
574	0.7090418819
575	0.7089602775
576	0.7088515624
577	0.7086734368
578	0.7085944276
579	0.7085203524
580	0.7084574805
581	0.7084033071
582	0.7083154999
583	0.7082070322
584	0.7080600966
585	0.7080092342
586	0.707910787
587	0.7078396161
588	0.7077198026
589	0.7076329598
590	0.7074929305
591	0.7073944548
592	0.7072696599
593	0.7072188937
594	0.7071553891
595	0.7070316338
596	0.7069425736
597	0.7068689482
598	0.7067831878
599	0.7067220402
600	0.7066352814
601	0.7065754398
602	0.7064947843
603	0.7063774535
604	0.7063528057
605	0.7062924599
606	0.7061297708
607	0.7060758523
608	0.7059650634
609	0.7058933629
610	0.7057588478
611	0.7056546109
612	0.7055913394
613	0.7055289523
614	0.7054297202
615	0.7053676842
616	0.7052056141
617	0.7050884099
618	0.7050141287
619	0.7049505758
620	0.7048385884
621	0.7047550675
622	0.7046801077
623	0.7046189449
624	0.7045512631
625	0.7044969308
626	0.7044369057
627	0.7043848296
628	0.7043049554
629	0.7042323266
630	0.7041552926
631	0.7039409819
632	0.703873271
633	0.7038306213
634	0.7037541819
635	0.70359337
636	0.7035532176
637	0.7034210734
638	0.7033427787
639	0.7032329188
640	0.7031701846
641	0.7031153293
642	0.7030264323
643	0.7028824615
644	0.7028127484
645	0.7027563062
646	0.7026978314
647	0.7026337447
648	0.7025667492
649	0.7025071313
650	0.7024382963
651	0.70239505
652	0.7023053378
653	0.7022559939
654	0.7021614418
655	0.70208713
656	0.7019434631
657	0.7018714876
658	0.7017843713
659	0.7017069163
660	0.7016159484
661	0.7015725619
662	0.7015157944
663	0.7014193183
664	0.7012879773
665	0.7012102744
666	0.70112518
667	0.7010357478
668	0.7009761091
669	0.7008594976
670	0.7007840439
671	0.7006368715
672	0.7005805524
673	0.70046622
674	0.7004125175
675	0.7003537491
676	0.7002928537
677	0.7002168879
678	0.7001665406
679	0.7000893398
680	0.7000041643
681	0.6999425301
682	0.6998867931
683	0.6998189715
684	0.6997284486
685	0.6996799847
686	0.6996036304
687	0.699466777
688	0.69942485
689	0.6993277392
690	0.6992718832
691	0.6992208383
692	0.699176843
693	0.6991366616
694	0.6990788232
695	0.6990369448
696	0.6989248627
697	0.6988765994
698	0.6987831051
699	0.6987019186
700	0.6986419079
701	0.6985784203
702	0.6985041676
703	0.6984472181
704	0.6983986428
705	0.6983278729
706	0.6982434864
707	0.6981442295
708	0.6980700089
709	0.6980071881
710	0.6979252917
711	0.6978186109
712	0.6977655795
713	0.697679992
714	0.6975734651
715	0.6974982592
716	0.697389567
717	0.6973472663
718	0.6972336511
719	0.6971583037
720	0.6970856223
721	0.6970132853
722	0.6969781035
723	0.6968887345
724	0.6967715012
725	0.6967156375
726	0.6966689219
727	0.6966123363
728	0.6965594716
729	0.6964914495
730	0.6964534076
731	0.696400046
732	0.6963269342
733	0.6962627733
734	0.6961949274
735	0.6961159949
736	0.6960544713
737	0.6959708989
738	0.695936731
739	0.6958840193
740	0.6958114815
741	0.6956854407
742	0.6956120731
743	0.6955267029
744	0.6953847704
745	0.6952963537
746	0.6952325372
747	0.6951656386
748	0.6951373289
749	0.6950293089
750	0.6949452554
751	0.694874113
752	0.6948249642
753	0.6947830132
754	0.6947021418
755	0.6946887924
756	0.6946093999
757	0.694565589
758	0.6944733278
759	0.6944052064
760	0.6943499872
761	0.6943050106
762	0.6942702093
763	0.6942315675
764	0.6941725657
765	0.6940821738
766	0.6939962101
767	0.693894365
768	0.6938646065
769	0.6938263101
770	0.6937524549
771	0.6936973636
772	0.693694234
773	0.6936565326
774	0.6936191154
775	0.6935413737
776	0.6934722179
777	0.6934361255
778	0.6933458442
779	0.6933015739
780	0.6932728364
781	0.6931697236
782	0.6931203533
783	0.6930287675
784	0.6929615138
785	0.6929124586
786	0.6928287482
787	0.6927872975
788	0.6927511116
789	0.6927126432
790	0.6926635182
791	0.6925933913
792	0.6924371002
793	0.6923572104
794	0.6923200425
795	0.6922578442
796	0.6921818904
797	0.6921300105
798	0.6920440408
799	0.6919771736
800	0.6919187868
801	0.6918779454
802	0.6918338586
803	0.6917986524
804	0.691771736
805	0.6917249286
806	0.6916566057
807	0.6916133347
808	0.6915108698
809	0.6914520221
810	0.6913914476
811	0.6913572927
812	0.6913107386
813	0.6912764914
814	0.6911559192
815	0.6911349799
816	0.6910537696
817	0.6909958753
818	0.6909556448
819	0.690906081
820	0.6908645219
821	0.6908168178
822	0.6907509715
823	0.6906927096
824	0.6906287368
825	0.69058704
826	0.6905450814
827	0.6905076419
828	0.6904679565
829	0.6904157567
830	0.6903525735
831	0.6903010751
832	0.6902624872
833	0.6902145104
834	0.6901466422
835	0.6901103902
836	0.6900719988
837	0.6900328299
838	0.6900017175
839	0.6899530804
840	0.689831917
841	0.6897425123
842	0.6897145667
843	0.6896631206
844	0.6895960887
845	0.6895681759
846	0.6895279639
847	0.6894564992
848	0.689430878
849	0.6893348059
850	0.6893015317
851	0.6892624268
852	0.6891544672
853	0.6891279349
854	0.6890337432
855	0.6889665245
856	0.6889477264
857	0.6888819687
858	0.6888362261
859	0.6887899885
860	0.6887542697
861	0.6886643098
862	0.6886289449
863	0.6885737933
864	0.6885242447
865	0.6884220088
866	0.6883681749
867	0.6882594767
868	0.6881722814
869	0.6881150711
870	0.6880318892
871	0.6879852192
872	0.6879141351
873	0.6878565721
874	0.6877742779
875	0.6877438604
876	0.6876857169
877	0.6876555424
878	0.6876003754
879	0.6875091648
880	0.6874359395
881	0.687392047
882	0.6873258443
883	0.6872992112
884	0.6872331991
885	0.6871818545
886	0.6871545675
887	0.6871169092
888	0.6870816334
889	0.6870504966
890	0.6869890209
891	0.6869348635
892	0.6869115287
893	0.6867979932
894	0.6867450337
895	0.6867179463
896	0.6866509736
897	0.6865521908
898	0.6865055029
899	0.6864343076
900	0.6863414656
901	0.6862897835
902	0.6861893962
903	0.6861442148
904	0.6860782353
905	0.6860402664
906	0.6859756379
907	0.6859459537
908	0.6858958312
909	0.6858152795
910	0.6857853978
911	0.6857647519
912	0.6857133129
913	0.6856785855
914	0.6856490571
915	0.6856137253
916	0.6855480716
917	0.6854762614
918	0.6854000807
919	0.6853443068
920	0.6853088616
921	0.6852737673
922	0.6852295507
923	0.6851627789
924	0.6851271532
925	0.6850326828
926	0.6850056917
927	0.6849671966
928	0.6849226154
929	0.6848896343
930	0.6848368606
931	0.6848015483
932	0.6847535873
933	0.6847084241
934	0.6846621785
935	0.6846317821
936	0.6845968169
937	0.6845305328
938	0.6844988089
939	0.6844295073
940	0.6843618998
941	0.6842932692
942	0.6842583113
943	0.6841962295
944	0.6841253677
945	0.6840926929
946	0.6840688641
947	0.683998399
948	0.6839693799
949	0.6839293461
950	0.6838584248
951	0.6837633448
952	0.6837406762
953	0.6836991961
954	0.6836453449
955	0.683617865
956	0.6835612918
957	0.6834763844
958	0.6833691933
959	0.6833439017
960	0.6832956234
961	0.6832433616
962	0.6831714083
963	0.6831268571
964	0.6830807573
965	0.6830195551
966	0.6829505388
967	0.6828669371
968	0.6828423688
969	0.682769184
970	0.6827434593
971	0.6826785044
972	0.6826222253
973	0.6825109028
974	0.6824652496
975	0.6823998289
976	0.6823097591
977	0.6822649031
978	0.6822279528
979	0.6821912276
980	0.6821439211
981	0.6820833469
982	0.6820494709
983	0.6820104522
984	0.6819760625
985	0.6819442494
986	0.6819371597
987	0.6818892473
988	0.6818446358
989	0.6817904665
990	0.6817590576
991	0.6817446522
992	0.6816769913
993	0.6816519599
994	0.6816018138
995	0.6815808629
996	0.6815335611
997	0.6814803394
998	0.6814265092
999	0.6813769669
1000	0.6813086755
1001	0.6812316052
1002	0.681153274
1003	0.6811448838
1004	0.6810917316
1005	0.681028454
1006	0.6809934486
1007	0.6809524614
1008	0.6809261617
1009	0.6808580392
1010	0.6807912434
1011	0.6807486787
1012	0.6807106879
1013	0.6806764169
1014	0.6805741274
1015	0.68051545
1016	0.6804877705
1017	0.6804544713
1018	0.6803979674
1019	0.6803613438
1020	0.6803068434
1021	0.6802499072
1022	0.680182
1023	0.6801366205
1024	0.6800379322
1025	0.6799896726
1026	0.6799096759
1027	0.6798745874
1028	0.6798161606
1029	0.6797835405
1030	0.6797501045
1031	0.6797126406
1032	0.6796750328
1033	0.6796412988
1034	0.6796187936
1035	0.6795550512
1036	0.6795053899
1037	0.6794781003
1038	0.6794343399
1039	0.6793537464
1040	0.6793162684
1041	0.6792789432
1042	0.6792518014
1043	0.6791770279
1044	0.6791095166
1045	0.6790766485
1046	0.6790040694
1047	0.678968702
1048	0.6789402936
1049	0.6788666578
1050	0.6788194935
1051	0.6787742687
1052	0.6787349341
1053	0.6786806213
1054	0.6786456881
1055	0.6785673536
1056	0.6785305091
1057	0.6784659057
1058	0.6784111091
1059	0.6783569977
1060	0.6783044532
1061	0.678266621
1062	0.6781747618
1063	0.678117292
1064	0.6780859412
1065	0.6780245512
1066	0.6779786391
1067	0.677962523
1068	0.6779070223
1069	0.6778135053
1070	0.6777550447
1071	0.6777077728
1072	0.6776473046
1073	0.6776218791
1074	0.6775810895
1075	0.6775588732
1076	0.677521033
1077	0.6774915686
1078	0.6774520425
1079	0.6774170158
1080	0.6773886523
1081	0.6773329407
1082	0.677299277
1083	0.6772710534
1084	0.6772376515
1085	0.6771912029
1086	0.6771152536
1087	0.6770505137
1088	0.6769893326
1089	0.6769663732
1090	0.6769226982
1091	0.6768683534
1092	0.6768245492
1093	0.6767854279
1094	0.6767270906
1095	0.6766918872
1096	0.676642773
1097	0.6766130012
1098	0.676576604
1099	0.6765424704
1100	0.6764925424
1101	0.6764338052
1102	0.676375273
1103	0.676347734
1104	0.676283957
1105	0.6762306785
1106	0.6761950478
1107	0.6761500455
1108	0.6761209115
1109	0.6760965632
1110	0.6760385644
1111	0.6760019481
1112	0.6759767009
1113	0.6759457985
1114	0.6758898101
1115	0.6758543862
1116	0.6757783804
1117	0.6757385907
1118	0.6756859017
1119	0.6756469335
1120	0.6756089238
1121	0.6755804612
1122	0.6755411374
1123	0.6754990309
1124	0.6754471116
1125	0.6754012828
1126	0.6753621783
1127	0.6753088071
1128	0.6752609234
1129	0.6752253898
1130	0.6751951356
1131	0.6751416739
1132	0.675111824
1133	0.6750810752
1134	0.6750472759
1135	0.6749819779
1136	0.6749512872
1137	0.6749215023
1138	0.674868216
1139	0.6748156904
1140	0.6747807478
1141	0.6747476531
1142	0.6747213246
1143	0.6746529833
1144	0.6746075123
1145	0.6745758897
1146	0.6745523378
1147	0.6744887298
1148	0.6744366134
1149	0.6744070601
1150	0.6743665913
1151	0.6743251469
1152	0.6742858939
1153	0.6742587499
1154	0.6741967602
1155	0.6741505996
1156	0.6740993432
1157	0.6740434624
1158	0.6739785798
1159	0.6739445835
1160	0.6739121843
1161	0.6738791409
1162	0.6738285057
1163	0.6737676752
1164	0.6737318983
1165	0.6736904551
1166	0.6736730564
1167	0.673615547
1168	0.6735578952
1169	0.6735246807
1170	0.6734960629
1171	0.6734658133
1172	0.6734107366
1173	0.6733668367
1174	0.6733365874
1175	0.6733023175
1176	0.6732521725
1177	0.6732249444
1178	0.6731874705
1179	0.6731425585
1180	0.6731111705
1181	0.6730626106
1182	0.6729935655
1183	0.6729524754
1184	0.6729314044
1185	0.6728937441
1186	0.6728357236
1187	0.6727950241
1188	0.6727699503
1189	0.6727218658
1190	0.6726968769
1191	0.6726575481
1192	0.6725839713
1193	0.6725490926
1194	0.6724842221
1195	0.6724504137
1196	0.6724303678
1197	0.6723791631
1198	0.6723485697
1199	0.6723202415
1200	0.6722613066
1201	0.6722411653
1202	0.6722232592
1203	0.6721936228
1204	0.6721302347
1205	0.672084063
1206	0.6720065633
1207	0.6719578129
1208	0.6719267099
1209	0.6718948987
1210	0.6718435395
1211	0.6718043919
1212	0.6717413147
1213	0.6716986215
1214	0.6716750127
1215	0.6716030358
1216	0.671580315
1217	0.671532816
1218	0.6714845041
1219	0.6714237644
1220	0.6713925289
1221	0.6713629545
1222	0.6713381235
1223	0.6713090268
1224	0.6712670181
1225	0.6712411412
1226	0.6711723228
1227	0.6711335176
1228	0.6710645208
1229	0.6710260229
1230	0.670995261
1231	0.670960493
1232	0.6708957191
1233	0.6708664107
1234	0.6708289666
1235	0.6707900323
1236	0.6707576728
1237	0.6707334998
1238	0.670697765
1239	0.6706537173
1240	0.6706027713
1241	0.6705752967
1242	0.6705294675
1243	0.6704943464
1244	0.6704557103
1245	0.6704015292
1246	0.670365988
1247	0.6703427857
1248	0.6703099445
1249	0.6702631045
1250	0.6702367455
1251	0.6701890542
1252	0.670108532
1253	0.6700526214
1254	0.6700365031
1255	0.6699930759
1256	0.6699566695
1257	0.6698904309
1258	0.6698435875
1259	0.6697941674
1260	0.6697406247
1261	0.6696967164
1262	0.6696449041
1263	0.6696193375
1264	0.6695580167
1265	0.6695407587
1266	0.6694877625
1267	0.6694407426
1268	0.6694069896
1269	0.669375011
1270	0.6693363844
1271	0.6693052145
1272	0.6692819436
1273	0.6692462091
1274	0.669204555
1275	0.6691660661
1276	0.6691406557
1277	0.6691201611
1278	0.6690713641
1279	0.6690154239
1280	0.668990761
1281	0.6689434899
1282	0.6689005203
1283	0.6688433768
1284	0.668797872
1285	0.6687513546
1286	0.6687055162
1287	0.6686771096
1288	0.6686267835
1289	0.6685718827
1290	0.6685290653
1291	0.6684971997
1292	0.668468728
1293	0.6684304267
1294	0.668395703
1295	0.6683745213
1296	0.6683242523
1297	0.6682703454
1298	0.6682103411
1299	0.6681782612
1300	0.6681341873
1301	0.6680927908
1302	0.6680473028
1303	0.6679971859
1304	0.6679592126
1305	0.6678774988
1306	0.6678395979
1307	0.6678197316
1308	0.6677943786
1309	0.6677734645
1310	0.6677139961
1311	0.6676852441
1312	0.6676322572
1313	0.6675985782
1314	0.6675708537
1315	0.6675080739
1316	0.667457678
1317	0.6674237751
1318	0.6673976974
1319	0.6673459347
1320	0.6673140859
1321	0.6672849596
1322	0.667224536
1323	0.6672068927
1324	0.6671438514
1325	0.6671182737
1326	0.6670659467
1327	0.6670338548
1328	0.6670075089
1329	0.6669790533
1330	0.6669458352
1331	0.6669167541
1332	0.6668698707
1333	0.6668454964
1334	0.6667941354
1335	0.6667584506
1336	0.666734808
1337	0.6667075999
1338	0.6666820361
1339	0.6666589476
1340	0.6666312833
1341	0.6665834805
1342	0.666556989
1343	0.6665210302
1344	0.6665043223
1345	0.6664768603
1346	0.6664467809
1347	0.6664076447
1348	0.6663784224
1349	0.6663453709
1350	0.6663143331
1351	0.6662711963
1352	0.6662459708
1353	0.6662138667
1354	0.6661891399
1355	0.6661575054
1356	0.6661252077
1357	0.6661013221
1358	0.6660810515
1359	0.6660509129
1360	0.666024758
1361	0.6659971776
1362	0.6659857881
1363	0.6659347402
1364	0.6658914171
1365	0.6658420402
1366	0.6658170087
1367	0.665790725
1368	0.6657629471
1369	0.6657338655
1370	0.665674301
1371	0.6656186779
1372	0.6655486258
1373	0.665519928
1374	0.66548713
1375	0.6654614458
1376	0.6654336618
1377	0.6653898775
1378	0.6653564736
1379	0.6653346147
1380	0.6653073233
1381	0.6652776351
1382	0.6652325787
1383	0.6651945822
1384	0.6651613489
1385	0.6651251512
1386	0.6650787384
1387	0.6650500144
1388	0.6650297354
1389	0.6649979037
1390	0.6649578417
1391	0.664917357
1392	0.664862874
1393	0.6648391702
1394	0.6648226784
1395	0.6647785628
1396	0.6647583864
1397	0.664715435
1398	0.6646936457
1399	0.6646753552
1400	0.6646420496
1401	0.6646120053
1402	0.6645886782
1403	0.6645424849
1404	0.6645127457
1405	0.6644619775
1406	0.6644425787
1407	0.6644217394
1408	0.6643827531
1409	0.6643541699
1410	0.6643144644
1411	0.6642748477
1412	0.6642370844
1413	0.6642157121
1414	0.6641955251
1415	0.6641742949
1416	0.6641371154
1417	0.664106055
1418	0.6640666037
1419	0.6640319656
1420	0.6640189438
1421	0.6639895858
1422	0.6639472907
1423	0.6639111896
1424	0.6638622624
1425	0.6638445195
1426	0.6638162677
1427	0.6638034064
1428	0.6637772749
1429	0.6637385279
1430	0.6637202536
1431	0.6637071519
1432	0.6636915858
1433	0.6636523092
1434	0.6635974444
1435	0.6635672199
1436	0.6635461365
1437	0.6635132954
1438	0.6634886682
1439	0.6634593048
1440	0.6634104506
1441	0.6633978803
1442	0.6633624747
1443	0.6633338587
1444	0.6633029227
1445	0.6632585216
1446	0.6632337309
1447	0.6631883102
1448	0.6631559505
1449	0.6631195339
1450	0.6630619896
1451	0.663041822
1452	0.6630141903
1453	0.6629879957
1454	0.6629519601
1455	0.662916683
1456	0.6628717372
1457	0.6628346778
1458	0.6628209841
1459	0.6627797674
1460	0.6627556584
1461	0.6627194164
1462	0.662699252
1463	0.6626647725
1464	0.6626274299
1465	0.6625909045
1466	0.6625674779
1467	0.6625244248
1468	0.6624820115
1469	0.6624460207
1470	0.6624288451
1471	0.6624062623
1472	0.6623604289
1473	0.662343289
1474	0.6623029747
1475	0.6622839364
1476	0.6622494281
1477	0.662222287
1478	0.6621777181
1479	0.6621638041
1480	0.6621348679
1481	0.6621067226
1482	0.6620833393
1483	0.6620682166
1484	0.6620424394
1485	0.6620140979
1486	0.6619756626
1487	0.6619402818
1488	0.661899405
1489	0.6618807945
1490	0.6618421354
1491	0.661793438
1492	0.6617695044
1493	0.6617381926
1494	0.6617275852
1495	0.6616873819
1496	0.6616636906
1497	0.6616352483
1498	0.6616116801
1499	0.6615975091
1500	0.6615820886
1501	0.6615477574
1502	0.6615211172
1503	0.6614870288
1504	0.6614539761
1505	0.6614231346
1506	0.6613801657
1507	0.661322426
1508	0.6612831912
1509	0.6612523425
1510	0.6612282856
1511	0.6611822548
1512	0.6611471969
1513	0.6611151374
1514	0.6610755248
1515	0.6610596005
1516	0.6610412102
1517	0.6610150014
1518	0.6610027084
1519	0.6609853211
1520	0.6609571064
1521	0.6609157978
1522	0.6608960125
